Crime Date,BURGLARY,THEFT,AGGRAVATED ASSAULT, RAPE,MURDER AND NON-NEGLIGENT MANSLAUGHTER,MISC,DRUG OFFENSE,FRAUD, MOTOR VEHICLE THEFT,ARSON
6/14/2016,16,98,4,1,1,1,0,0,0,0
6/14/2017,54,54,43,2,0,106,57,5,1,0
6/14/2018,37,45,35,0,0,80,66,0,2,0
6/15/2015,17,92,6,3,0,0,0,0,0,0
6/15/2016,12,76,7,3,0,0,0,0,0,0
6/15/2017,47,46,45,0,0,95,57,5,0,0
6/15/2018,43,51,42,3,0,119,50,2,0,0
6/16/2015,15,90,4,2,0,0,0,0,0,0
6/16/2016,19,82,5,5,1,0,0,0,0,0
6/16/2017,30,55,40,1,0,118,69,7,2,0
6/16/2018,35,49,42,1,1,114,63,1,1,0
6/17/2015,14,83,4,2,0,1,0,0,0,0
6/17/2016,22,55,11,3,0,0,0,0,0,0
6/17/2017,36,41,55,3,0,102,69,1,1,0
6/17/2018,37,42,51,3,0,66,71,0,1,0
6/18/2015,17,95,7,0,0,0,0,0,0,0
6/18/2016,20,61,7,2,0,1,0,0,0,0
6/18/2017,36,41,48,2,0,105,72,3,0,0
6/18/2018,59,57,30,2,0,83,66,4,1,0
6/19/2015,6,100,1,3,0,0,0,0,0,0
6/19/2016,13,48,7,3,0,0,1,0,0,0
6/19/2017,51,43,49,4,0,120,74,9,1,0
6/19/2018,43,47,32,2,0,80,46,2,0,0
6/2/2015,14,94,5,1,0,1,0,0,0,0
6/2/2016,11,89,10,3,0,0,0,0,0,0
6/2/2017,41,62,52,0,0,113,71,5,0,1
6/2/2018,32,60,49,0,1,84,70,1,1,0
6/20/2015,8,64,3,2,0,1,0,0,0,0
6/20/2016,17,114,8,2,0,1,0,0,0,0
6/20/2017,28,55,51,0,2,113,63,1,0,0
6/20/2018,58,74,27,0,0,69,43,6,0,0
6/21/2015,16,65,4,2,0,0,0,0,0,0
6/21/2016,22,110,5,3,0,0,0,1,0,0
6/21/2017,46,52,51,1,0,110,58,9,0,0
6/21/2018,47,49,32,1,1,77,49,3,2,1
6/22/2015,21,105,6,0,0,0,0,0,0,0
6/22/2016,17,88,6,2,0,1,0,0,0,0
6/22/2017,30,52,47,2,0,117,57,4,0,0
6/22/2018,43,53,38,1,0,99,50,3,1,0
6/23/2015,21,96,1,0,0,0,0,0,0,0
6/23/2016,24,90,5,4,0,1,0,0,0,0
6/23/2017,37,56,38,1,0,116,49,10,1,0
6/23/2018,43,46,47,0,0,88,54,4,0,0
6/24/2015,14,83,3,2,0,0,0,0,0,0
6/24/2016,21,86,8,0,0,0,0,0,0,0
6/24/2017,30,45,51,2,0,121,60,5,2,0
6/24/2018,51,46,48,3,0,84,55,2,0,0
6/25/2015,15,123,5,2,0,0,0,0,0,0
6/25/2016,16,59,7,3,1,0,0,0,0,0
6/25/2017,20,35,55,0,0,95,56,4,1,0
6/25/2018,36,51,38,1,0,77,57,3,1,0
6/26/2015,10,88,7,1,0,0,0,0,0,0
6/26/2016,8,69,8,4,0,1,0,0,0,0
6/26/2017,40,44,50,0,0,103,46,3,1,0
6/26/2018,45,55,43,1,0,78,58,3,0,0
6/27/2015,12,72,9,2,0,0,0,0,0,0
6/27/2016,17,98,8,1,1,1,0,0,0,0
6/27/2017,37,43,45,4,0,106,65,6,0,0
6/27/2018,44,59,37,0,1,88,51,4,0,0
6/28/2015,21,54,12,3,0,1,0,0,0,0
6/28/2016,13,90,1,2,0,2,0,0,0,0
6/28/2017,40,57,47,0,0,135,68,6,0,0
6/28/2018,41,46,35,0,0,94,53,5,1,0
6/29/2015,12,109,4,1,0,0,0,0,0,0
6/29/2016,11,91,5,4,0,0,0,0,0,0
6/29/2017,37,48,39,1,0,102,53,3,3,0
6/29/2018,36,59,31,0,1,88,41,3,1,0
6/3/2015,13,88,7,4,0,0,0,0,0,0
6/3/2016,16,89,8,2,0,0,0,0,0,0
6/3/2017,43,52,53,3,0,95,84,1,0,0
6/3/2018,27,64,54,1,0,88,62,2,0,0
6/30/2015,16,121,5,3,0,0,0,0,0,0
6/30/2016,17,78,3,2,0,2,0,1,0,0
6/30/2017,30,63,52,1,0,114,60,3,1,0
6/30/2018,47,50,56,0,0,91,74,4,1,0
6/4/2015,17,99,6,1,0,0,0,0,0,0
6/4/2016,6,60,6,7,0,2,0,0,0,0
6/4/2017,30,39,60,2,0,82,74,1,1,0
6/4/2018,41,62,35,2,0,81,65,4,0,0
6/5/2015,17,71,10,2,0,1,0,0,0,0
6/5/2016,17,63,9,2,1,0,0,0,0,0
6/5/2017,40,52,40,1,0,101,54,3,0,0
6/5/2018,37,48,36,3,0,106,58,4,0,0
6/6/2015,9,60,7,2,0,0,0,0,0,0
6/6/2016,18,94,9,0,0,0,0,0,0,0
6/6/2017,34,37,48,1,0,100,71,7,0,0
6/6/2018,35,51,51,4,0,95,56,4,1,0
6/7/2015,12,64,7,3,0,0,0,0,0,0
6/7/2016,16,83,5,3,0,1,0,0,0,0
6/7/2017,56,48,51,2,0,92,52,5,0,0
6/7/2018,49,46,43,1,0,106,46,2,2,0
6/8/2015,22,94,5,1,0,0,0,0,0,0
6/8/2016,14,74,2,0,0,0,0,0,0,0
6/8/2017,35,45,40,3,1,123,61,3,1,0
6/8/2018,37,47,43,1,0,103,51,1,0,0
6/9/2015,20,89,4,2,0,0,0,0,0,0
6/9/2016,14,97,4,1,0,1,0,0,0,0
6/9/2017,36,61,45,2,0,116,64,3,1,0
6/9/2018,37,53,55,5,0,82,61,3,0,0
7/1/2015,12,86,8,2,0,2,0,0,0,0
7/1/2016,18,78,5,4,1,8,0,0,0,0
7/1/2017,33,58,53,6,0,133,82,4,0,0
7/1/2018,37,57,55,2,0,87,61,1,0,0
7/10/2015,20,87,3,1,0,0,0,0,0,0
7/10/2016,7,63,3,2,0,0,0,0,0,0
7/10/2017,41,41,38,1,0,100,58,7,2,0
7/10/2018,45,55,29,0,0,97,51,6,1,0
7/11/2015,8,64,7,1,0,0,0,0,0,0
7/11/2016,20,83,10,2,0,0,0,0,0,0
7/11/2017,37,57,42,0,0,124,65,4,0,0
7/11/2018,45,54,38,2,0,80,49,5,0,0
7/12/2015,11,73,4,2,0,0,0,0,0,0
7/12/2016,19,80,5,1,0,2,0,0,0,0
7/12/2017,33,65,47,2,0,113,77,5,0,1
7/12/2018,35,45,31,0,0,100,63,3,1,0
7/13/2015,16,113,7,1,0,0,0,0,0,0
7/13/2016,8,78,6,2,0,1,0,1,0,0
7/13/2017,43,58,33,2,0,96,68,6,1,0
7/13/2018,37,62,37,1,0,94,42,4,0,0
7/14/2015,14,111,6,3,0,0,0,0,0,0
7/14/2016,23,85,6,1,0,1,0,0,0,0
7/14/2017,43,62,57,0,0,129,81,3,1,0
7/14/2018,44,58,39,2,0,98,59,2,0,0
7/15/2015,12,76,8,1,0,0,0,0,0,0
7/15/2016,11,67,4,1,0,6,0,0,0,0
7/15/2017,41,57,49,0,0,94,62,4,1,0
7/15/2018,53,38,49,0,0,71,61,1,0,0
7/16/2015,11,85,7,0,0,0,0,0,0,0
7/16/2016,16,55,3,0,1,1,0,0,0,0
7/16/2017,44,30,51,1,0,105,78,0,1,0
7/16/2018,50,51,30,1,0,90,64,5,1,0
7/17/2015,10,87,9,1,1,0,0,0,0,0
7/17/2016,11,73,7,2,0,1,0,0,0,0
7/17/2017,40,47,37,1,0,115,51,7,1,0
7/17/2018,43,43,34,1,0,77,63,5,2,0
7/18/2015,20,70,11,5,0,1,0,0,0,0
7/18/2016,14,105,6,1,2,1,0,0,0,0
7/18/2017,54,49,41,2,0,122,47,2,1,0
7/18/2018,58,47,27,2,0,99,59,4,1,0
7/19/2015,17,65,4,4,0,0,0,0,0,0
7/19/2016,17,70,4,2,0,1,0,0,0,0
7/19/2017,28,45,39,1,0,106,69,4,1,0
7/19/2018,47,67,43,4,0,96,48,5,1,0
7/2/2015,14,100,10,1,0,0,0,0,0,0
7/2/2016,16,44,7,2,0,1,0,0,0,0
7/2/2017,41,48,55,2,0,98,75,0,0,1
7/2/2018,28,49,46,2,0,84,51,4,1,0
7/20/2015,14,73,11,3,0,0,0,0,0,0
7/20/2016,18,75,3,2,1,1,0,0,0,0
7/20/2017,44,49,49,1,0,122,71,4,0,0
7/20/2018,56,49,41,0,0,107,46,3,1,0
7/21/2015,30,114,4,2,0,0,0,0,0,0
7/21/2016,20,67,3,2,1,0,0,0,0,0
7/21/2017,37,43,34,3,0,155,64,4,3,0
7/21/2018,34,52,36,1,0,90,63,3,1,0
7/22/2015,15,103,7,1,0,0,0,0,0,0
7/22/2016,9,93,9,2,0,0,0,1,0,0
7/22/2017,28,54,54,1,0,94,65,4,1,0
7/22/2018,40,45,65,0,0,76,55,0,0,0
7/23/2015,10,102,6,6,0,0,0,0,0,0
7/23/2016,8,69,6,5,0,1,0,0,0,0
7/23/2017,37,50,52,1,0,83,69,4,0,0
7/23/2018,45,38,37,1,0,91,54,5,1,0
7/24/2015,26,122,9,3,0,0,0,0,0,0
7/24/2016,16,71,7,1,0,2,0,0,0,0
7/24/2017,40,44,52,2,0,117,65,2,1,0
7/24/2018,49,47,35,1,0,68,56,1,0,0
7/25/2015,13,63,5,1,0,0,0,0,0,0
7/25/2016,14,77,9,4,0,1,0,0,0,0
7/25/2017,24,46,45,5,0,111,64,2,1,0
7/25/2018,51,57,39,2,0,85,45,7,1,0
7/26/2015,14,78,11,1,0,0,0,0,0,0
7/26/2016,13,92,5,1,0,1,0,0,0,0
7/26/2017,33,43,53,1,1,122,65,5,0,0
7/26/2018,69,58,32,1,0,86,51,2,2,0
7/27/2015,16,106,6,3,0,2,0,0,0,0
7/27/2016,17,60,8,3,0,1,0,0,0,0
7/27/2017,34,46,29,1,0,98,52,5,1,1
7/27/2018,30,58,43,0,0,92,58,2,1,0
7/28/2015,21,116,4,3,0,0,0,0,0,0
7/28/2016,18,80,5,1,0,0,0,1,0,0
7/28/2017,53,55,53,3,0,124,76,4,2,0
7/28/2018,29,48,44,0,0,86,55,1,1,0
7/29/2015,15,99,6,1,0,0,0,0,0,0
7/29/2016,16,79,4,4,0,1,0,0,0,0
7/29/2017,45,40,59,2,0,102,68,2,0,0
7/29/2018,42,49,47,0,0,92,48,3,1,0
7/3/2015,12,78,6,1,0,1,0,0,0,0
7/3/2016,15,71,5,3,0,0,0,0,0,0
7/3/2017,48,59,59,2,0,109,59,6,1,1
7/3/2018,46,53,42,0,0,86,48,2,2,0
7/30/2015,15,87,7,1,0,0,0,0,0,0
7/30/2016,7,62,5,3,0,0,0,1,0,0
7/30/2017,36,43,60,3,0,84,69,4,1,1
7/30/2018,41,60,40,2,0,75,42,5,1,2
7/31/2015,10,112,4,0,0,0,0,0,0,0
7/31/2016,12,60,6,0,1,0,0,0,0,0
7/31/2017,42,54,50,2,0,101,47,6,1,2
7/31/2018,26,44,30,0,0,94,59,5,0,1
7/4/2015,19,76,6,1,0,0,0,0,0,0
7/4/2016,16,76,7,1,0,0,0,0,0,0
7/4/2017,19,49,62,0,0,117,59,1,0,0
7/4/2018,42,39,42,1,1,74,59,3,0,0
7/5/2015,16,60,6,3,1,0,0,0,0,0
7/5/2016,13,90,6,4,0,0,0,2,0,0
7/5/2017,27,46,50,2,0,128,66,5,0,0
7/5/2018,45,60,27,1,0,94,60,5,0,0
7/6/2015,21,97,5,2,0,0,0,0,0,0
7/6/2016,23,87,7,3,0,0,0,0,0,0
7/6/2017,29,46,44,0,0,121,66,6,1,0
7/6/2018,32,56,32,1,0,96,61,7,1,0
7/7/2015,15,89,7,0,0,1,0,0,0,0
7/7/2016,16,75,5,1,0,1,0,0,0,0
7/7/2017,35,67,44,2,0,118,62,5,0,0
7/7/2018,27,39,49,1,0,85,58,2,0,0
7/8/2015,20,90,5,1,0,1,0,0,0,0
7/8/2016,16,101,6,2,0,0,0,0,0,0
7/8/2017,50,68,43,1,0,98,67,3,0,1
7/8/2018,29,37,47,4,0,65,46,1,1,0
7/9/2015,16,102,3,2,0,1,0,0,0,0
7/9/2016,14,57,6,3,0,0,0,0,0,0
7/9/2017,49,49,56,1,1,115,64,2,2,0
7/9/2018,35,59,30,1,1,90,51,6,0,0
8/1/2015,18,69,5,2,0,4,0,0,0,0
8/1/2016,15,100,6,4,0,18,0,1,0,0
8/1/2017,36,77,48,5,0,138,50,4,0,1
8/1/2018,54,62,34,0,0,77,58,5,2,0
8/10/2015,26,93,6,1,0,0,0,0,0,0
8/10/2016,15,76,3,1,0,0,0,0,0,0
8/10/2017,55,51,32,2,0,111,49,2,0,0
8/10/2018,42,58,29,2,0,85,56,4,2,0
8/11/2015,18,85,4,1,0,0,0,0,0,0
8/11/2016,16,82,6,2,1,1,0,0,0,0
8/11/2017,45,60,40,0,0,96,55,6,1,0
8/11/2018,51,63,35,2,0,80,45,3,1,0
8/12/2015,9,98,6,2,0,0,0,0,0,0
8/12/2016,9,74,4,1,0,0,0,1,0,0
8/12/2017,26,46,48,5,0,83,53,1,0,0
8/12/2018,47,46,41,1,0,81,43,1,0,0
8/13/2015,14,90,3,0,0,0,0,0,0,0
8/13/2016,9,43,6,1,0,1,0,0,0,0
8/13/2017,38,52,33,0,1,95,64,1,0,1
8/13/2018,56,47,31,0,0,72,46,2,1,0
8/14/2015,15,85,3,2,0,0,0,0,0,0
8/14/2016,8,58,6,3,1,0,0,0,0,0
8/14/2017,45,45,42,1,0,82,59,7,0,0
8/14/2018,36,49,47,0,0,92,61,1,2,1
8/15/2015,17,41,3,5,0,0,0,0,0,0
8/15/2016,8,77,2,4,0,3,0,0,0,0
8/15/2017,42,55,31,3,0,124,54,12,0,0
8/15/2018,39,67,41,2,0,76,60,5,1,0
8/16/2015,14,77,3,1,0,0,0,0,0,0
8/16/2016,12,87,6,3,0,0,0,0,0,0
8/16/2017,55,51,44,1,0,85,45,7,1,1
8/16/2018,52,52,45,3,0,83,49,3,0,1
8/17/2015,22,118,7,1,0,0,0,0,0,0
8/17/2016,17,84,4,5,0,1,0,1,0,0
8/17/2017,40,49,39,2,0,114,58,2,1,0
8/17/2018,56,60,38,0,0,112,56,3,2,0
8/18/2015,22,102,1,1,0,0,0,0,0,0
8/18/2016,9,89,7,1,0,1,0,1,0,0
8/18/2017,27,53,44,2,0,129,57,4,0,0
8/18/2018,36,46,42,1,0,91,50,0,0,0
8/19/2015,17,103,6,6,0,1,0,0,0,0
8/19/2016,16,77,2,0,0,1,0,0,0,0
8/19/2017,40,48,49,1,0,80,62,4,2,0
8/19/2018,38,49,41,1,0,75,48,1,0,0
8/2/2015,14,57,9,1,0,0,0,0,0,0
8/2/2016,14,83,4,1,0,0,0,0,0,0
8/2/2017,32,48,43,1,0,90,58,3,2,0
8/2/2018,45,54,35,1,0,83,42,4,0,0
8/20/2015,14,81,2,2,0,0,0,0,0,0
8/20/2016,13,59,7,0,0,0,0,0,0,0
8/20/2017,27,35,48,1,1,89,68,2,1,0
8/20/2018,52,47,35,2,0,78,51,6,0,0
8/21/2015,13,92,7,1,0,0,0,0,0,0
8/21/2016,13,67,7,4,1,0,0,0,0,0
8/21/2017,42,46,42,4,0,91,59,9,2,0
8/21/2018,37,48,37,4,0,61,52,4,1,0
8/22/2015,9,74,7,0,0,1,0,0,0,0
8/22/2016,18,91,7,0,0,0,0,0,0,0
8/22/2017,28,32,41,0,0,78,57,3,0,0
8/22/2018,47,44,32,2,1,87,55,7,3,0
8/23/2015,9,57,13,0,0,0,0,0,0,0
8/23/2016,11,84,5,3,0,1,0,0,0,0
8/23/2017,39,51,38,2,1,99,53,6,1,0
8/23/2018,37,52,38,0,0,71,62,4,0,0
8/24/2015,16,95,3,2,0,0,0,0,0,0
8/24/2016,13,86,9,1,0,0,0,1,0,0
8/24/2017,32,47,40,3,0,98,59,1,2,0
8/24/2018,49,68,54,1,1,90,71,3,0,0
8/25/2015,19,87,8,1,0,0,0,0,0,0
8/25/2016,19,70,7,2,0,0,0,1,0,0
8/25/2017,28,53,53,2,0,76,46,7,0,0
8/25/2018,46,45,49,1,0,84,66,1,0,0
8/26/2015,11,114,7,1,0,1,0,0,0,0
8/26/2016,23,74,4,2,0,1,0,1,0,0
8/26/2017,18,37,24,0,0,64,50,3,0,0
8/26/2018,43,57,43,2,0,59,64,1,0,1
8/27/2015,16,91,1,1,0,1,0,0,0,0
8/27/2016,22,86,6,2,0,0,0,0,0,0
8/27/2017,36,33,40,5,1,67,44,2,0,0
8/27/2018,53,38,44,1,0,88,37,4,1,0
8/28/2015,10,71,5,3,0,0,0,0,0,0
8/28/2016,9,64,7,2,0,0,0,0,0,0
8/28/2017,34,46,45,2,0,94,55,2,0,0
8/28/2018,33,58,37,0,0,95,53,2,3,0
8/29/2015,16,51,5,2,0,0,0,0,0,0
8/29/2016,9,101,3,1,0,0,0,0,0,0
8/29/2017,33,51,44,1,0,96,64,3,2,0
8/29/2018,39,49,37,0,0,81,67,2,2,0
8/3/2015,23,130,4,1,1,0,0,0,0,0
8/3/2016,9,96,3,3,0,2,0,0,0,0
8/3/2017,43,36,42,1,1,105,59,7,2,0
8/3/2018,36,56,40,1,0,109,61,4,0,0
8/30/2015,13,68,9,2,0,0,0,0,0,0
8/30/2016,17,100,3,5,0,2,0,0,0,0
8/30/2017,37,58,43,3,0,107,67,3,0,0
8/30/2018,48,57,34,0,0,88,45,11,1,1
8/31/2015,23,108,6,2,0,0,0,0,0,0
8/31/2016,25,63,6,6,0,0,0,0,0,0
8/31/2017,36,45,47,2,0,93,64,5,2,0
8/31/2018,34,48,45,1,0,96,59,6,0,0
8/4/2015,11,91,4,1,0,0,0,0,0,0
8/4/2016,5,83,3,3,0,1,0,1,0,0
8/4/2017,36,60,54,2,0,127,60,7,3,0
8/4/2018,42,50,46,1,0,93,61,1,0,0
8/5/2015,20,104,5,3,0,0,0,0,0,0
8/5/2016,14,84,1,1,0,1,0,0,0,0
8/5/2017,31,47,47,2,0,79,62,4,0,0
8/5/2018,49,37,47,0,0,87,56,0,2,1
8/6/2015,14,97,3,1,0,2,0,0,0,0
8/6/2016,21,52,5,3,0,0,0,0,0,0
8/6/2017,41,39,39,2,0,99,63,1,0,1
8/6/2018,50,54,38,2,0,92,51,5,2,0
8/7/2015,26,103,4,2,0,1,0,0,0,0
8/7/2016,12,69,7,5,0,1,0,0,0,0
8/7/2017,39,58,25,0,0,90,56,6,0,0
8/7/2018,40,58,43,0,0,82,54,4,3,1
8/8/2015,12,61,4,1,0,0,0,0,0,0
8/8/2016,12,70,5,6,0,3,1,0,0,0
8/8/2017,36,57,33,1,0,105,55,3,2,0
8/8/2018,50,56,37,0,0,90,62,4,2,1
8/9/2015,12,59,4,0,0,0,0,0,0,0
8/9/2016,12,73,4,3,1,1,0,1,0,0
8/9/2017,42,42,44,1,0,106,58,3,1,0
8/9/2018,56,61,28,2,0,86,63,6,1,0
9/1/2015,13,73,5,4,0,2,0,0,0,0
9/1/2016,24,85,6,3,0,16,0,2,0,0
9/1/2017,26,68,39,2,0,129,69,14,1,0
9/1/2018,35,60,49,4,1,87,67,3,0,0
9/10/2015,14,88,5,1,0,0,0,0,0,0
9/10/2016,15,77,10,1,0,1,0,1,0,0
9/10/2017,47,30,52,3,0,109,54,2,0,0
9/10/2018,53,54,46,3,0,109,59,3,0,0
9/11/2015,14,103,2,0,0,0,0,0,0,0
9/11/2016,19,55,11,3,0,0,0,0,0,0
9/11/2017,58,43,36,0,0,92,53,4,0,0
9/11/2018,43,48,37,2,1,82,45,6,0,0
9/12/2015,12,67,10,0,0,0,0,0,0,0
9/12/2016,25,94,12,3,0,2,0,0,0,0
9/12/2017,45,45,32,5,1,91,49,4,3,0
9/12/2018,54,68,32,0,0,82,42,3,1,0
9/13/2015,10,54,6,3,0,0,0,0,0,0
9/13/2016,13,93,3,3,0,1,0,0,0,0
9/13/2017,50,56,43,3,0,89,50,4,2,0
9/13/2018,50,57,42,1,0,90,53,1,0,0
9/14/2015,20,122,7,2,0,0,0,0,0,0
9/14/2016,22,71,11,2,0,2,0,0,0,0
9/14/2017,33,42,45,3,0,103,67,5,0,0
9/14/2018,39,58,29,1,0,83,41,6,0,0
9/15/2015,17,92,7,0,0,0,0,0,0,0
9/15/2016,20,96,8,0,0,1,0,0,0,0
9/15/2017,26,58,53,1,0,123,51,4,3,0
9/15/2018,51,47,41,2,0,82,58,4,1,0
9/16/2015,17,107,3,0,0,0,0,0,0,0
9/16/2016,10,89,6,3,0,0,0,1,0,0
9/16/2017,31,50,61,2,0,90,66,0,0,0
9/16/2018,47,46,37,5,0,87,63,1,1,1
9/17/2015,12,74,4,0,0,0,0,0,0,0
9/17/2016,16,67,8,2,0,0,0,0,0,0
9/17/2017,33,45,68,3,1,86,58,2,0,0
9/17/2018,46,56,41,2,0,67,57,3,2,0
9/18/2015,14,100,6,0,0,0,0,0,0,0
9/18/2016,11,66,7,1,0,0,0,0,0,0
9/18/2017,34,59,53,0,0,76,52,4,0,0
9/18/2018,49,41,37,0,0,82,45,4,1,0
9/19/2015,21,67,1,0,0,0,0,0,0,0
9/19/2016,15,107,5,3,0,0,0,0,0,0
9/19/2017,31,44,45,1,0,83,52,0,2,1
9/19/2018,47,52,25,3,0,87,57,4,0,0
9/2/2015,14,96,5,0,0,0,0,0,0,0
9/2/2016,11,93,5,2,0,2,0,0,0,0
9/2/2017,34,41,45,2,0,85,76,6,1,0
9/2/2018,51,58,43,1,0,70,57,2,0,0
9/20/2015,14,74,9,3,0,0,0,0,0,0
9/20/2016,15,93,3,3,0,1,0,1,0,0
9/20/2017,36,52,49,1,0,107,66,3,0,0
9/20/2018,48,40,32,1,0,85,61,4,0,0
9/21/2015,24,105,4,1,1,0,0,0,0,0
9/21/2016,10,75,10,2,0,1,0,0,0,0
9/21/2017,33,53,33,0,0,108,69,6,1,0
9/21/2018,70,46,38,4,0,98,58,5,2,0
9/22/2015,26,67,4,0,0,0,0,0,0,0
9/22/2016,8,80,6,1,0,1,0,0,0,0
9/22/2017,32,41,52,1,0,126,47,6,2,0
9/22/2018,41,51,37,2,0,58,59,2,0,1
9/23/2015,12,87,4,1,0,0,0,0,0,0
9/23/2016,14,71,8,8,0,2,0,0,0,0
9/23/2017,32,46,50,2,0,105,71,1,0,0
9/23/2018,48,50,42,3,1,86,67,1,0,0
9/24/2015,10,89,3,3,0,1,0,0,0,0
9/24/2016,8,42,10,0,0,0,0,1,0,0
9/24/2017,35,45,49,3,0,85,57,1,0,1
9/24/2018,46,65,51,1,0,81,61,7,1,0
9/25/2015,15,79,4,0,0,2,0,0,0,0
9/25/2016,7,65,4,3,0,1,0,1,0,0
9/25/2017,35,46,36,0,0,92,59,4,0,0
9/25/2018,48,55,43,2,1,104,50,8,0,0
9/26/2015,6,59,1,3,0,0,0,0,0,0
9/26/2016,25,80,6,1,0,2,0,0,0,0
9/26/2017,40,49,36,1,0,88,56,2,0,0
9/26/2018,51,52,31,1,0,101,52,4,2,0
9/27/2015,17,64,11,1,0,0,0,0,0,0
9/27/2016,16,77,7,2,0,1,0,1,0,0
9/27/2017,44,42,31,0,0,91,55,2,1,0
9/27/2018,43,56,30,1,1,73,46,2,0,0
9/28/2015,20,87,9,1,0,0,0,0,0,0
9/28/2016,19,78,6,4,0,0,0,0,0,0
9/28/2017,28,43,25,0,0,113,67,4,1,0
9/28/2018,46,48,27,0,0,117,77,5,1,0
9/29/2015,14,108,3,1,0,0,0,0,0,0
9/29/2016,13,89,5,2,0,1,0,0,0,0
9/29/2017,29,57,35,2,0,117,63,6,1,0
9/29/2018,32,49,45,1,1,87,48,2,0,0
9/3/2015,13,93,4,1,0,1,0,0,0,0
9/3/2016,15,60,10,3,0,0,0,1,0,0
9/3/2017,36,35,53,0,0,76,61,1,0,0
9/3/2018,39,50,43,0,0,65,39,0,0,0
9/30/2015,14,89,2,1,0,0,0,0,0,0
9/30/2016,25,76,6,3,0,2,0,0,0,0
9/30/2017,33,48,35,1,0,89,56,5,1,0
9/30/2018,56,49,41,1,0,71,55,2,0,0
9/4/2015,13,92,10,0,0,0,0,0,0,0
9/4/2016,15,70,6,2,0,1,0,0,0,0
9/4/2017,43,59,49,3,0,100,60,4,0,0
9/4/2018,57,51,29,1,0,61,55,5,0,0
9/5/2015,12,61,4,1,0,1,0,0,0,0
9/5/2016,9,85,6,1,0,0,0,1,0,0
9/5/2017,49,60,33,1,0,102,49,3,1,0
9/5/2018,46,40,47,1,0,89,43,7,0,0
9/6/2015,15,65,6,1,0,1,0,0,0,0
9/6/2016,21,74,5,3,0,1,0,0,0,0
9/6/2017,42,39,35,1,0,96,58,10,0,0
9/6/2018,50,52,21,3,0,82,50,2,4,0
9/7/2015,26,76,13,2,0,1,0,0,0,0
9/7/2016,12,66,5,3,0,0,0,0,0,0
9/7/2017,35,47,41,1,0,107,50,4,0,0
9/7/2018,37,57,32,1,0,94,47,7,2,0
9/8/2015,18,102,4,0,0,0,0,0,0,0
9/8/2016,18,92,3,3,1,0,0,0,0,0
9/8/2017,37,65,32,1,0,108,53,4,2,0
9/8/2018,44,45,37,0,0,80,63,2,1,0
9/9/2015,10,82,2,0,0,0,0,0,0,0
9/9/2016,23,88,10,1,0,0,0,1,0,0
9/9/2017,40,51,47,2,0,80,64,3,0,0
9/9/2018,57,55,39,1,0,72,44,2,0,0
