date,Count,AGGRIVATED ASSAULT,BURGLARY,RAPE,THEFT,FRAUD,MISC,MOTOR VEHICLE THEFT,MURDER AND NON-NEGLIGENT MANSLAUGHTER,ATTEMPT,ARSON,DRUG OFFENSE,OBSCENITY,CONCEALED CARRY LICENSE VIOLATION
8/16/2016,813,160,66,6,108,35,144,25,5,5,1,29,0,1
8/16/2017,793,163,68,7,115,35,134,30,3,3,0,23,0,0
8/16/2018,827,177,59,7,124,41,174,21,2,4,1,34,1,0
8/17/2016,860,158,75,8,123,43,159,33,0,0,3,28,0,1
8/17/2017,765,157,77,4,106,31,151,23,0,2,0,33,0,0
8/17/2018,787,155,65,17,113,37,147,28,1,3,1,39,0,1
8/18/2016,764,154,66,11,92,40,135,25,2,2,0,39,0,0
8/18/2017,853,172,73,5,119,35,162,21,2,4,2,44,0,0
8/18/2018,884,204,68,9,111,43,172,27,2,5,1,36,0,0
8/19/2016,790,155,68,8,99,31,144,31,2,3,2,32,0,0
8/19/2017,890,206,62,3,116,39,159,24,2,6,1,32,1,0
8/19/2018,776,203,52,9,94,32,160,27,4,9,1,29,0,2
8/20/2016,843,175,67,7,117,37,145,25,2,4,2,21,0,0
8/20/2017,773,175,64,7,92,21,157,25,7,3,3,18,0,2
8/20/2018,725,150,63,7,95,42,138,25,2,8,2,28,0,0
8/21/2016,785,191,66,7,98,25,164,16,4,3,1,13,0,0
8/21/2017,751,178,64,7,103,29,132,29,0,6,0,17,0,0
8/21/2018,710,145,47,8,107,38,130,21,0,3,2,36,0,0
8/22/2016,726,137,81,6,103,27,134,20,1,4,2,27,0,0
8/22/2017,777,163,81,6,119,29,152,20,1,2,1,25,0,0
8/22/2018,839,160,77,10,123,33,168,24,1,6,0,34,1,0
8/23/2016,751,160,83,6,93,29,133,26,5,4,1,22,0,0
8/23/2017,745,144,57,9,109,31,164,34,1,4,3,32,0,0
8/23/2018,721,156,50,4,101,27,147,19,2,3,0,26,0,0
8/24/2016,823,149,88,9,104,30,169,24,3,2,4,28,0,0
8/24/2017,800,141,72,5,118,37,159,12,1,7,0,33,0,0
8/24/2018,767,153,58,5,113,42,141,24,4,6,0,40,0,2
8/25/2016,769,142,71,4,100,27,150,23,0,7,1,18,0,0
8/25/2017,769,145,57,2,104,33,152,26,0,1,6,62,0,0
8/25/2018,811,177,50,9,122,37,161,19,1,4,1,47,0,2
8/26/2016,803,157,75,9,103,37,149,31,4,6,0,23,0,0
8/26/2017,780,181,63,11,101,30,139,25,3,5,1,30,0,1
8/26/2018,776,205,53,8,96,22,163,29,0,9,0,32,0,2
8/27/2016,817,184,75,12,108,32,146,21,3,3,2,17,0,0
8/27/2017,752,185,70,11,102,21,153,20,4,3,1,17,0,0
8/27/2018,803,168,76,3,108,34,152,26,1,7,0,33,0,0
8/28/2016,805,205,68,9,100,30,140,28,4,1,0,22,0,0
8/28/2017,686,134,56,5,103,35,137,22,1,4,1,32,0,0
8/28/2018,787,168,69,3,95,42,159,18,0,3,0,35,1,0
8/29/2016,880,187,90,8,109,39,153,25,3,2,2,29,0,0
8/29/2017,723,134,69,7,91,34,149,21,0,6,1,35,0,0
8/29/2018,732,142,65,6,113,29,161,22,1,5,2,27,0,0
8/30/2016,755,144,77,9,102,36,144,26,2,1,2,24,0,0
8/30/2017,785,160,62,7,107,36,133,27,0,7,4,46,0,0
8/30/2018,801,156,55,8,109,33,165,32,2,3,2,36,0,0
8/31/2016,776,153,66,12,103,29,144,22,4,1,1,23,0,0
8/31/2017,730,172,56,9,91,36,138,31,2,6,1,49,2,1
8/31/2018,805,166,68,5,100,40,162,23,2,3,2,46,0,1
9/1/2016,1010,163,75,16,113,53,167,27,1,5,2,57,0,0
9/1/2017,881,149,71,13,102,45,160,23,0,5,1,55,0,0
9/1/2018,861,211,52,9,101,42,166,24,3,9,0,50,2,1
9/2/2016,797,150,69,6,102,33,151,29,1,1,0,34,0,0
9/2/2017,768,158,66,6,96,31,131,23,2,8,0,56,0,0
9/2/2018,796,187,60,7,92,33,170,25,3,7,0,38,0,2
9/3/2016,828,155,75,7,101,28,176,24,0,5,2,36,0,0
9/3/2017,757,187,46,12,92,29,156,18,2,5,2,42,0,0
9/3/2018,753,180,49,13,100,30,150,24,1,4,1,41,0,0
9/4/2016,777,174,52,9,91,29,157,19,4,2,2,28,0,0
9/4/2017,714,180,47,8,76,23,150,22,3,3,2,50,0,0
9/4/2018,785,168,65,9,110,38,150,23,3,5,2,38,0,2
9/5/2016,820,188,68,7,92,29,159,32,9,5,0,32,0,0
9/5/2017,703,153,60,5,90,43,117,17,0,2,1,53,1,0
9/5/2018,701,163,45,11,110,37,139,21,1,1,0,33,1,0
9/6/2016,761,144,69,7,102,33,144,31,2,6,0,25,0,0
9/6/2017,647,124,47,1,101,44,123,22,4,5,0,34,0,0
9/6/2018,730,149,52,7,105,32,132,22,1,7,0,47,2,0
9/7/2016,718,160,53,7,91,34,137,21,1,3,0,28,0,0
9/7/2017,727,156,67,7,115,36,129,31,1,1,1,27,0,1
9/7/2018,710,136,56,4,104,50,145,20,2,3,1,45,0,1
9/8/2016,791,151,67,8,103,33,145,28,1,2,0,28,1,0
9/8/2017,702,158,62,8,97,31,135,28,1,6,0,24,0,0
9/8/2018,777,182,47,11,112,35,159,21,1,7,1,32,0,1
9/9/2016,818,167,77,11,95,32,151,27,0,2,1,35,0,0
9/9/2017,733,158,52,7,108,35,148,21,2,2,1,23,0,0
9/9/2018,654,167,45,7,102,28,121,16,2,5,0,22,0,0
9/10/2016,767,165,70,8,90,26,133,25,4,3,6,25,0,0
9/10/2017,739,183,56,9,100,28,138,28,1,3,0,24,1,0
9/10/2018,695,148,51,7,106,38,136,20,2,5,1,16,1,1
9/11/2016,755,161,58,7,98,26,158,29,4,3,1,19,0,0
9/11/2017,687,140,63,8,100,40,127,25,0,1,3,27,1,1
9/11/2018,683,156,52,3,93,29,151,25,0,6,2,35,0,0
9/12/2016,791,161,71,4,103,24,161,19,1,4,0,26,1,0
9/12/2017,722,144,57,11,108,38,129,24,3,1,0,30,0,0
9/12/2018,699,153,47,10,96,31,144,23,2,4,2,27,0,2
9/13/2016,785,180,83,6,94,35,145,21,0,1,4,22,0,0
9/13/2017,703,142,55,7,105,30,139,26,2,5,2,27,0,1
9/13/2018,672,144,49,6,115,37,118,19,1,2,0,29,0,1
9/14/2016,819,148,76,5,120,38,145,29,2,2,1,32,0,1
9/14/2017,732,161,49,3,121,36,125,23,1,0,1,31,0,0
9/14/2018,853,190,59,7,110,38,167,22,4,5,1,34,0,0
9/15/2016,822,162,65,7,109,40,140,29,2,2,1,19,1,0
9/15/2017,804,166,61,6,110,32,125,21,5,2,1,28,0,0
9/15/2018,769,180,49,11,108,27,161,26,1,2,1,27,1,0
9/16/2016,801,160,74,9,95,37,152,27,1,3,7,25,0,0
9/16/2017,827,188,55,9,111,32,163,36,2,2,0,29,0,0
9/16/2018,787,197,51,11,105,23,136,22,1,5,1,29,0,0
9/17/2016,834,192,64,7,102,31,168,31,0,4,1,25,0,0
9/17/2017,811,187,48,15,111,31,141,24,4,4,2,22,1,0
9/17/2018,770,153,56,11,126,35,143,25,1,1,1,24,0,1
9/18/2016,780,182,53,6,94,19,160,25,5,5,3,26,0,0
9/18/2017,771,169,65,8,108,33,132,31,2,4,1,23,0,1
9/18/2018,717,166,55,6,95,32,155,19,3,3,1,28,0,0
9/19/2016,712,145,58,2,101,31,135,21,1,6,0,19,0,0
9/19/2017,708,161,57,5,100,32,133,19,1,5,2,28,0,0
9/19/2018,747,167,69,9,101,26,151,23,0,3,2,28,0,0
9/20/2016,790,151,78,7,105,34,151,21,1,2,0,25,0,0
9/20/2017,826,191,65,7,107,40,151,26,0,5,1,38,0,0
9/20/2018,804,193,53,9,108,32,141,22,1,6,0,30,0,0
9/21/2016,731,153,56,6,90,40,137,26,4,0,2,25,0,0
9/21/2017,802,182,68,4,105,41,149,24,2,7,1,33,1,0
9/21/2018,804,182,55,6,111,41,148,29,0,5,1,24,0,2
9/22/2016,828,167,72,7,110,44,139,15,3,2,1,42,0,0
9/22/2017,796,177,65,4,100,34,154,25,2,2,4,39,0,0
9/22/2018,785,189,59,8,120,24,127,19,2,1,1,35,0,0
9/23/2016,840,158,64,7,104,33,145,25,5,3,2,50,0,0
9/23/2017,829,203,57,10,94,35,157,21,1,5,2,21,1,1
9/23/2018,726,189,39,5,106,29,141,27,1,0,2,32,0,1
9/24/2016,833,201,66,7,95,39,162,29,4,3,4,15,0,0
9/24/2017,806,197,51,11,96,28,144,28,2,2,0,30,1,0
9/24/2018,775,172,69,7,113,29,142,26,3,5,0,35,0,1
9/25/2016,809,189,57,8,106,29,143,29,2,4,1,20,0,0
9/25/2017,819,188,61,5,116,37,137,23,3,4,1,39,0,0
9/25/2018,733,161,53,10,114,35,141,25,3,3,0,21,0,0
9/26/2016,763,143,72,7,100,37,146,27,2,3,1,17,0,0
9/26/2017,746,158,56,5,112,34,145,23,3,4,0,31,0,0
9/26/2018,729,156,40,12,112,29,147,23,2,6,2,23,0,1
9/27/2016,732,143,72,7,110,27,131,22,3,3,1,33,0,0
9/27/2017,720,156,76,6,103,28,127,21,1,1,1,35,0,0
9/27/2018,690,134,46,9,109,41,146,21,0,4,5,23,0,0
9/28/2016,634,132,58,2,102,29,126,21,0,1,0,18,0,0
9/28/2017,714,157,62,5,97,30,128,20,2,2,0,28,0,1
9/28/2018,763,161,63,5,102,45,151,24,1,3,1,45,0,1
9/29/2016,701,145,54,1,84,36,137,23,1,2,0,28,0,0
9/29/2017,807,162,64,9,113,38,146,21,7,2,2,43,0,0
9/29/2018,711,150,54,7,102,32,131,29,0,9,1,39,0,1
9/30/2016,772,146,75,9,91,38,141,26,1,8,1,28,0,1
9/30/2017,744,172,57,13,97,39,123,29,0,4,1,29,0,0
9/30/2018,720,170,50,5,95,31,146,28,4,4,0,33,0,1
10/1/2016,843,149,60,12,96,37,147,31,2,3,1,18,0,0
10/1/2017,818,176,69,16,87,25,140,23,2,2,2,26,0,0
10/1/2018,760,180,61,9,107,41,127,24,4,4,1,35,0,2
10/2/2016,706,170,58,7,88,18,142,30,2,4,1,19,0,0
10/2/2017,751,157,58,7,106,29,130,25,2,6,0,22,0,0
10/2/2018,700,148,63,8,114,34,137,24,2,2,0,21,0,0
10/3/2016,769,156,68,11,94,32,139,29,2,4,0,17,0,0
10/3/2017,738,145,60,4,113,32,147,25,2,1,6,32,0,0
10/3/2018,649,159,46,7,108,26,137,21,2,4,0,16,1,0
10/4/2016,743,153,69,7,92,40,157,27,3,5,2,29,0,0
10/4/2017,740,150,58,6,102,35,147,28,2,3,2,27,1,0
10/4/2018,673,158,44,10,107,33,133,23,2,1,2,17,1,0
10/5/2016,802,149,64,9,100,38,150,20,2,4,2,42,0,0
10/5/2017,748,167,66,4,89,35,156,26,1,5,1,31,1,0
10/5/2018,620,157,42,4,98,32,115,15,2,4,0,22,0,0
10/6/2016,751,154,71,5,92,37,140,21,0,6,3,25,0,0
10/6/2017,748,147,62,6,108,38,136,26,4,1,1,26,0,0
10/6/2018,710,173,46,9,103,26,138,21,2,4,1,13,0,2
10/7/2016,862,163,71,7,104,42,179,34,2,2,1,26,1,0
10/7/2017,710,149,47,4,97,27,135,23,2,5,0,20,1,0
10/7/2018,698,192,47,4,90,25,137,23,1,2,4,23,0,1
10/8/2016,713,164,66,7,93,26,145,21,1,1,1,14,0,0
10/8/2017,718,197,57,4,91,25,123,30,1,8,1,21,0,0
10/8/2018,719,177,53,7,93,28,167,15,3,6,1,31,0,0
10/9/2016,681,166,46,8,88,21,143,30,4,0,1,11,1,0
10/9/2017,745,164,70,8,99,40,129,25,4,5,0,21,2,0
10/9/2018,714,171,65,6,93,21,144,21,2,4,1,37,1,1
10/10/2016,717,151,56,9,103,29,133,19,1,2,2,21,0,0
10/10/2017,698,140,50,4,108,27,136,20,1,3,3,22,2,1
10/10/2018,666,160,41,4,102,34,147,17,2,3,1,32,1,1
10/11/2016,695,139,57,8,92,27,147,22,2,4,0,18,0,1
10/11/2017,613,120,63,7,96,31,122,23,2,3,0,27,0,0
10/11/2018,650,125,56,6,104,28,141,23,5,3,0,35,0,1
10/12/2016,744,141,63,10,122,29,159,27,2,4,0,21,1,0
10/12/2017,764,155,60,3,113,41,142,18,2,3,1,29,1,1
10/12/2018,652,143,28,8,99,37,136,22,0,4,1,33,0,0
10/13/2016,693,143,56,4,91,50,118,20,3,7,1,32,0,1
10/13/2017,769,161,62,6,97,29,153,28,3,4,1,29,1,0
10/13/2018,714,151,46,8,111,29,142,22,2,6,1,33,1,1
10/14/2016,821,168,67,7,103,36,150,22,5,4,4,26,0,0
10/14/2017,645,147,61,9,86,25,119,32,2,2,0,14,0,0
10/14/2018,682,175,55,7,93,17,152,19,0,3,2,23,0,0
10/15/2016,821,176,78,6,93,38,158,17,3,3,1,22,0,0
10/15/2017,637,142,54,4,101,24,112,19,4,2,0,20,1,0
10/15/2018,637,154,56,7,101,27,110,20,2,2,1,26,0,0
10/16/2016,788,193,65,16,93,33,133,24,1,3,1,25,0,0
10/16/2017,757,148,59,8,113,31,154,28,0,2,2,23,0,0
10/16/2018,625,147,49,2,103,27,119,19,0,2,1,29,0,0
10/17/2016,816,165,68,3,105,33,163,22,3,5,2,26,0,1
10/17/2017,713,157,65,4,92,41,138,22,1,1,2,29,0,1
10/17/2018,640,128,47,10,82,30,141,17,1,5,0,36,0,1
10/18/2016,771,175,63,8,113,31,142,20,3,6,4,25,1,0
10/18/2017,771,158,70,11,106,38,145,29,2,3,2,24,1,0
10/19/2016,710,152,70,5,98,23,157,24,2,3,1,26,1,0
10/19/2017,770,167,66,8,111,37,139,23,3,0,3,20,0,0
10/20/2016,714,152,78,5,90,27,130,20,0,1,0,27,1,0
10/20/2017,847,161,72,7,114,36,139,25,0,3,2,32,0,0
10/21/2016,760,145,59,6,108,33,138,35,0,2,2,34,0,0
10/21/2017,812,172,77,11,102,38,153,21,2,2,2,31,0,1
10/22/2016,771,161,62,5,89,49,126,24,2,5,1,27,0,0
10/22/2017,736,175,70,12,95,27,134,26,2,4,0,30,1,2
10/23/2016,783,182,62,7,91,30,145,34,6,4,3,22,1,0
10/23/2017,731,132,70,5,106,32,148,25,2,2,1,29,0,0
10/24/2016,770,154,72,7,109,39,138,21,3,3,1,32,0,1
10/24/2017,684,127,63,7,104,36,134,28,2,3,0,26,1,0
10/25/2016,734,137,72,4,96,29,144,26,2,3,2,25,1,0
10/25/2017,713,138,60,5,102,32,142,24,1,4,0,32,2,0
10/26/2016,698,139,81,4,103,39,116,25,2,1,1,20,1,0
10/26/2017,748,146,70,8,114,39,149,20,3,3,0,35,2,1
10/27/2016,728,137,61,6,108,29,121,29,2,3,1,24,1,0
10/27/2017,816,144,79,6,108,42,153,31,2,3,0,25,1,1
10/28/2016,802,157,56,4,116,52,139,34,3,5,3,19,0,0
10/28/2017,716,147,71,5,104,34,133,26,1,5,2,26,1,0
10/29/2016,831,188,54,10,79,43,166,29,7,3,7,20,0,0
10/29/2017,694,160,50,6,103,27,139,30,0,1,2,29,0,1
10/30/2016,786,184,59,4,84,38,135,26,7,5,0,23,1,0
10/30/2017,708,135,76,9,90,29,137,26,0,7,3,31,0,0
10/31/2016,865,164,91,7,85,36,170,22,4,3,1,19,1,0
10/31/2017,752,157,68,4,91,34,160,26,2,2,0,19,1,0
11/1/2016,894,162,78,15,104,45,162,29,4,2,2,29,0,0
11/1/2017,792,155,58,13,94,47,139,21,2,2,3,32,2,0
11/2/2016,746,163,80,3,90,26,120,25,5,0,3,15,0,0
11/2/2017,720,156,66,5,101,31,149,26,2,2,1,23,0,1
11/3/2016,783,202,76,6,93,35,134,22,4,5,2,8,0,0
11/3/2017,787,143,74,6,120,46,136,28,0,1,0,38,0,0
11/4/2016,782,152,69,6,93,40,138,25,3,4,1,19,0,0
11/4/2017,756,160,61,11,98,34,146,31,2,4,1,28,0,0
11/5/2016,819,180,68,4,104,29,142,35,4,4,0,19,0,0
11/5/2017,774,177,68,13,90,31,144,24,4,3,0,33,1,0
11/6/2016,752,175,57,5,89,27,137,27,4,3,0,23,0,1
11/6/2017,718,141,73,8,112,33,125,23,0,9,1,38,0,0
11/7/2016,733,137,76,1,95,31,157,26,3,3,1,16,0,0
11/7/2017,679,131,55,4,93,27,143,27,1,5,1,29,1,0
11/8/2016,644,142,67,5,85,28,125,22,2,4,0,20,0,0
11/8/2017,757,160,78,8,110,25,128,24,2,2,2,27,0,0
11/9/2016,678,134,65,7,105,27,113,28,1,0,1,18,0,0
11/9/2017,654,147,49,4,100,39,117,27,0,2,0,36,0,0
11/10/2016,720,129,65,7,101,31,136,25,1,1,3,25,0,0
11/10/2017,676,133,63,9,102,43,122,23,0,2,0,32,0,0
11/11/2016,797,137,81,3,96,38,156,33,0,1,0,42,0,0
11/11/2017,688,144,69,9,107,34,128,28,0,2,2,25,0,0
11/12/2016,779,162,69,5,85,27,145,29,3,3,2,29,0,0
11/12/2017,663,144,71,6,87,24,134,25,1,3,3,18,0,1
11/13/2016,658,143,56,7,86,25,136,32,3,2,0,26,1,0
11/13/2017,716,142,64,9,97,34,133,33,3,3,0,27,0,0
11/14/2016,668,133,71,6,101,29,127,23,4,5,2,22,0,0
11/14/2017,695,132,62,4,98,32,151,26,1,3,0,28,0,1
11/15/2016,709,143,71,7,79,32,149,28,2,1,1,22,0,0
11/15/2017,708,142,53,4,103,34,135,24,1,0,2,34,1,0
11/16/2016,769,147,74,5,93,36,144,20,3,5,0,24,0,0
11/16/2017,758,125,60,10,115,35,160,29,2,2,0,47,0,0
11/17/2016,807,147,85,5,116,34,145,22,4,3,0,45,1,0
11/17/2017,734,133,78,8,101,38,146,24,0,6,0,33,0,0
11/18/2016,793,139,84,3,103,43,149,24,1,6,2,39,0,0
11/18/2017,697,139,51,12,107,29,133,30,0,1,0,21,0,0
11/19/2016,676,141,67,3,100,29,127,25,3,4,2,14,0,0
11/19/2017,688,171,65,8,84,26,131,30,1,1,0,23,0,1
11/20/2016,661,145,60,4,75,23,140,18,5,3,0,23,0,0
11/20/2017,759,140,58,6,104,28,131,33,1,1,1,37,0,0
11/21/2016,683,121,77,5,98,33,122,12,2,4,1,32,0,0
11/21/2017,671,142,65,7,99,28,125,29,1,2,1,36,0,0
11/22/2016,721,123,75,8,102,40,131,38,1,6,1,33,0,0
11/22/2017,649,116,69,4,100,34,113,27,2,2,4,40,0,0
11/23/2016,697,115,85,5,93,36,127,24,2,2,4,13,1,0
11/23/2017,545,160,40,5,79,21,107,25,1,1,5,7,0,0
11/24/2016,534,148,58,6,53,16,110,17,0,3,0,4,0,0
11/24/2017,682,131,44,2,105,38,137,23,4,1,2,21,0,0
11/25/2016,689,133,56,4,104,33,114,23,3,3,3,32,0,0
11/25/2017,712,152,62,3,104,22,147,23,1,2,3,20,0,1
11/26/2016,717,135,66,9,96,22,141,21,2,8,1,35,1,0
11/26/2017,661,154,66,9,89,27,134,23,2,6,0,29,0,0
11/27/2016,693,154,67,5,92,22,145,25,3,3,0,35,0,0
11/27/2017,770,144,66,5,106,41,145,24,1,2,0,27,0,0
11/28/2016,693,125,76,2,106,30,118,28,2,1,1,18,1,0
11/28/2017,781,148,64,5,103,42,149,21,1,5,2,47,0,0
11/29/2016,697,125,68,6,87,39,140,20,2,1,1,27,0,0
11/29/2017,771,150,62,7,109,39,152,21,0,3,1,21,2,0
11/30/2016,696,152,73,4,100,31,107,22,2,2,0,31,0,1
11/30/2017,746,131,70,3,111,47,133,22,1,3,2,38,0,1
12/1/2016,788,117,56,9,100,38,153,25,2,5,5,14,0,0
12/1/2017,886,163,69,15,126,49,151,24,2,2,0,37,0,0
12/2/2016,832,148,83,5,102,35,151,29,3,3,2,41,0,1
12/2/2017,757,151,67,9,114,41,145,32,1,4,0,22,0,1
12/3/2016,757,138,74,5,106,28,143,32,1,0,3,23,0,0
12/3/2017,674,163,51,6,92,24,134,21,1,5,2,16,1,0
12/4/2016,594,145,54,4,74,15,102,30,5,1,2,18,0,0
12/4/2017,808,166,66,2,121,32,149,30,0,1,1,37,0,1
12/5/2016,672,124,60,6,86,27,119,31,1,3,0,25,0,0
12/5/2017,708,136,46,7,110,41,144,29,0,2,0,36,0,0
12/6/2016,688,128,81,3,106,30,126,24,2,4,2,29,0,1
12/6/2017,708,151,56,9,101,44,135,26,1,2,1,35,0,0
12/7/2016,659,136,61,6,93,27,121,35,1,2,3,18,0,0
12/7/2017,623,129,51,3,89,30,117,32,1,1,3,25,0,1
12/8/2016,605,108,53,7,100,29,102,29,1,3,0,23,0,0
12/8/2017,732,155,61,8,97,40,129,36,1,3,1,27,0,0
12/9/2016,665,120,64,8,83,37,116,35,3,1,3,28,0,0
12/9/2017,658,141,62,7,104,37,119,30,1,5,0,21,0,0
12/10/2016,612,121,52,5,84,29,132,30,0,2,1,31,1,0
12/10/2017,663,128,56,7,91,34,149,29,3,6,0,25,2,0
12/11/2016,512,125,50,3,72,22,89,28,1,2,0,20,0,0
12/11/2017,733,131,57,2,107,38,145,30,2,6,0,21,0,0
12/12/2016,627,106,78,5,83,33,114,26,3,2,2,29,0,1
12/12/2017,682,136,48,4,112,37,120,25,2,2,2,22,0,0
12/13/2016,571,108,54,1,85,31,112,32,0,2,0,23,0,0
12/13/2017,700,136,68,6,102,38,130,24,3,0,3,30,0,0
12/14/2016,608,110,69,5,102,36,95,23,0,2,0,27,1,0
12/14/2017,714,137,58,8,96,40,128,28,2,1,2,17,0,0
12/15/2016,577,105,46,2,86,40,103,31,1,4,2,18,0,0
12/15/2017,765,140,78,4,101,43,154,27,0,5,0,22,1,0
12/16/2016,691,130,64,9,87,35,103,43,6,4,0,25,0,1
12/16/2017,770,153,63,7,117,37,139,29,2,5,1,32,0,0
12/17/2016,613,117,56,0,106,41,95,27,2,0,1,22,0,0
12/17/2017,724,147,66,9,93,41,130,32,4,4,1,30,0,0
12/18/2016,526,149,47,2,67,25,88,29,1,2,2,23,0,0
12/18/2017,723,124,66,3,127,36,132,17,2,3,0,22,0,0
12/19/2016,660,136,67,6,82,34,126,33,1,0,0,17,0,0
12/19/2017,760,144,66,7,117,36,142,26,0,4,1,20,0,0
12/20/2016,691,118,70,2,99,31,124,47,0,3,2,20,1,0
12/20/2017,697,133,65,7,104,29,130,28,0,5,0,39,1,0
12/21/2016,727,127,81,3,101,48,131,23,0,1,1,32,0,0
12/21/2017,740,134,66,5,108,45,138,25,2,2,0,29,0,0
12/22/2016,702,140,88,5,92,34,115,26,1,0,0,24,0,0
12/22/2017,783,128,78,9,121,36,132,33,0,4,1,30,1,1
12/23/2016,727,128,67,3,104,38,127,39,2,2,0,26,0,0
12/23/2017,712,162,64,6,113,29,135,26,3,1,0,16,0,0
12/24/2016,603,135,63,4,90,25,113,32,3,5,1,6,0,0
12/24/2017,501,127,57,4,92,15,75,29,1,0,0,8,0,0
12/25/2016,487,140,54,5,55,13,97,22,7,1,2,5,0,0
12/25/2017,394,124,37,3,42,10,67,26,1,0,0,3,0,0
12/26/2016,645,156,63,3,90,28,122,24,1,4,0,11,0,0
12/26/2017,522,112,44,4,73,27,104,29,0,6,0,18,0,1
12/27/2016,661,129,79,0,92,46,105,25,2,3,0,28,0,0
12/27/2017,520,103,40,7,88,34,106,31,2,3,0,27,0,0
12/28/2016,722,118,87,0,98,41,155,27,1,5,2,19,0,0
12/28/2017,597,102,55,3,99,28,111,32,1,3,0,32,0,0
12/29/2016,648,125,57,6,87,39,139,32,1,3,0,29,0,0
12/29/2017,571,113,54,3,103,36,100,21,1,3,1,22,1,0
12/30/2016,742,133,81,6,102,43,155,31,2,3,1,27,0,0
12/30/2017,617,138,44,9,92,39,96,36,0,3,0,26,0,1
12/31/2016,702,147,70,8,93,23,135,31,2,1,0,14,1,0
12/31/2017,542,142,54,5,69,21,101,36,0,1,1,14,0,0
