date,LARCENY-THEFT,AGGRAVATED ASSAULT,BURGLARY,MOTOR VEHICLE THEFT,FRAUD,DRUG OFFENSE,ARSON,MURDER AND NON-NEGLIGENT MANSLAUGHTER,MISC
12/27/2016,56,4,10,3,8,8,0,0,0
12/28/2016,30,4,9,4,9,13,0,0,0
12/29/2016,33,6,5,3,10,6,0,0,0
12/30/2016,39,2,11,3,1,2,0,1,0
12/31/2016,15,10,5,3,1,6,0,0,0
1/1/2017,34,7,1,2,1,3,0,0,0
1/2/2017,24,7,2,3,1,6,0,0,0
1/3/2017,36,7,8,3,6,11,0,0,0
1/4/2017,36,3,5,2,5,6,0,0,0
1/5/2017,34,8,10,3,3,6,0,0,0
1/6/2017,28,7,14,1,4,2,0,0,0
1/7/2017,25,3,5,4,3,0,0,0,0
1/8/2017,21,2,5,0,2,3,0,0,0
1/9/2017,25,2,8,1,5,2,1,1,0
1/10/2017,35,5,10,4,4,4,0,0,0
1/11/2017,29,4,10,2,11,3,0,0,0
1/12/2017,25,5,10,3,3,2,0,0,0
1/13/2017,30,6,5,3,5,5,0,0,0
1/14/2017,28,5,7,2,1,1,0,0,0
1/15/2017,26,9,3,2,1,2,0,0,0
1/16/2017,40,5,11,2,3,2,0,0,0
1/17/2017,28,5,10,5,5,5,0,0,0
1/18/2017,42,5,9,4,4,7,0,0,0
1/19/2017,44,7,10,4,4,2,0,0,0
1/20/2017,23,1,7,4,4,2,0,0,0
1/21/2017,31,9,3,3,3,9,0,0,0
1/22/2017,19,5,7,6,1,3,0,0,0
1/23/2017,46,6,15,4,5,8,0,1,0
1/24/2017,37,4,14,2,5,5,0,0,0
1/25/2017,24,8,16,4,5,5,0,1,0
1/26/2017,35,7,11,7,10,8,0,0,0
1/27/2017,33,4,5,2,6,3,1,0,0
1/28/2017,17,7,9,4,2,8,0,0,0
1/29/2017,34,8,8,7,2,1,0,0,0
1/30/2017,31,4,6,5,3,5,0,0,0
1/31/2017,15,5,6,1,3,5,0,0,0
2/1/2017,43,10,5,0,7,10,0,0,0
2/2/2017,35,2,9,3,9,10,0,0,0
2/3/2017,26,9,6,4,3,3,0,0,0
2/4/2017,24,8,2,4,2,6,0,0,0
2/5/2017,19,6,4,3,3,1,0,0,0
2/6/2017,43,5,9,2,3,5,0,0,0
2/7/2017,36,3,9,1,4,11,0,0,0
2/8/2017,23,8,10,6,2,3,0,0,0
2/9/2017,36,1,8,4,8,4,0,0,0
2/10/2017,26,6,2,5,12,6,0,0,0
2/11/2017,47,7,7,7,1,8,0,0,0
2/12/2017,23,4,7,4,1,4,0,0,0
2/13/2017,42,6,5,3,9,5,1,0,0
2/14/2017,34,7,11,3,5,4,0,0,0
2/15/2017,33,12,7,3,3,6,0,0,0
2/16/2017,34,5,8,1,6,5,0,0,0
2/17/2017,14,6,10,2,3,6,0,0,0
2/18/2017,32,9,6,6,2,6,0,0,0
2/19/2017,26,7,5,5,1,3,0,0,0
2/20/2017,50,4,9,5,3,6,0,0,0
2/21/2017,36,2,5,5,3,3,0,0,0
2/22/2017,45,4,11,3,6,2,0,0,0
2/23/2017,19,3,5,2,3,2,0,0,0
2/24/2017,31,7,5,3,4,6,0,0,0
2/25/2017,14,7,2,6,0,7,0,0,0
2/26/2017,27,10,3,6,2,5,0,0,0
2/27/2017,32,10,10,5,7,4,0,0,0
2/28/2017,44,7,5,5,3,9,0,0,0
3/1/2017,21,5,7,4,3,12,0,0,0
3/2/2017,28,3,3,3,5,8,0,0,0
3/3/2017,20,3,7,6,2,7,0,0,0
3/4/2017,25,6,2,10,1,4,0,0,0
3/5/2017,29,4,3,4,1,3,0,0,0
3/6/2017,24,2,9,5,6,5,0,0,1
3/7/2017,32,6,11,3,4,11,0,0,0
3/8/2017,35,9,4,5,5,6,0,0,0
3/9/2017,30,8,4,4,4,9,0,0,0
3/10/2017,28,8,5,4,2,7,0,1,0
3/11/2017,32,6,3,3,2,10,0,0,0
3/12/2017,24,3,1,2,0,6,0,0,0
3/13/2017,35,8,10,2,2,5,0,0,0
3/14/2017,36,9,9,3,3,7,1,0,0
3/15/2017,25,3,8,2,4,7,0,0,0
3/16/2017,37,1,4,6,8,3,0,0,0
3/17/2017,36,8,5,2,3,4,0,0,0
3/18/2017,30,7,3,3,0,5,0,0,0
3/19/2017,29,10,5,5,0,1,0,0,0
3/20/2017,43,6,10,4,4,5,0,0,0
3/21/2017,37,7,5,3,6,5,0,1,0
3/22/2017,51,5,7,4,10,4,0,0,0
3/23/2017,36,5,7,5,4,2,0,0,0
3/24/2017,53,7,7,7,2,10,0,0,0
3/25/2017,48,3,3,4,4,10,0,1,0
3/26/2017,32,5,6,7,0,7,1,1,0
3/27/2017,31,2,6,3,5,6,0,1,0
3/28/2017,21,5,3,4,3,7,0,0,0
3/29/2017,46,6,5,9,4,6,0,0,0
3/30/2017,31,11,8,5,6,5,0,0,0
3/31/2017,30,6,4,2,7,5,0,0,0
4/1/2017,24,4,3,1,2,6,0,0,0
4/2/2017,31,8,5,2,1,4,0,0,0
4/3/2017,44,7,14,1,5,6,0,0,0
4/4/2017,33,5,11,4,6,7,0,0,0
4/5/2017,41,6,7,1,1,1,0,0,0
4/6/2017,35,5,4,5,6,7,1,0,0
4/7/2017,40,9,6,3,4,4,0,0,0
4/8/2017,26,4,5,4,2,6,1,0,0
4/9/2017,27,6,3,4,0,11,0,0,0
4/10/2017,48,3,4,7,5,6,0,0,0
4/11/2017,35,5,6,3,3,7,0,0,0
4/12/2017,46,6,8,9,2,8,0,0,0
4/13/2017,33,7,8,2,7,9,0,0,0
4/14/2017,32,4,2,2,8,1,1,0,0
4/15/2017,33,11,3,2,2,3,0,0,0
4/16/2017,25,5,4,4,3,3,0,0,0
4/17/2017,31,4,7,2,2,3,0,0,0
4/18/2017,34,6,5,1,3,7,0,0,0
4/19/2017,47,8,10,7,10,7,0,0,0
4/20/2017,30,5,13,4,0,11,0,0,0
4/21/2017,33,7,11,2,4,6,0,0,0
4/22/2017,32,10,8,1,2,9,0,0,0
4/23/2017,37,8,5,2,3,5,0,0,0
4/24/2017,43,9,8,3,3,4,1,0,0
4/25/2017,34,9,5,1,5,3,0,1,0
4/26/2017,43,4,1,1,4,6,0,0,0
4/27/2017,44,5,8,1,1,3,0,0,0
4/28/2017,32,5,7,2,4,8,0,0,0
4/29/2017,44,7,3,3,0,6,0,0,0
4/30/2017,40,5,5,3,1,5,0,0,0
5/1/2017,45,6,10,2,9,1,0,0,0
5/2/2017,39,6,9,3,8,3,0,0,0
5/3/2017,25,2,12,5,7,3,0,0,0
5/4/2017,41,6,6,3,3,5,0,0,0
5/5/2017,33,8,5,7,7,2,0,0,0
5/6/2017,30,12,2,2,1,5,0,0,0
5/7/2017,19,8,7,3,1,4,1,0,0
5/8/2017,43,6,6,2,5,4,0,0,0
5/9/2017,44,5,9,3,4,7,0,0,0
5/10/2017,33,5,11,4,3,4,0,0,0
5/11/2017,35,6,8,2,3,11,0,0,0
5/12/2017,41,4,8,6,3,5,1,0,0
5/13/2017,26,7,1,8,1,3,0,0,0
5/14/2017,27,5,7,2,0,1,0,1,0
5/15/2017,34,9,6,2,4,6,0,0,1
5/16/2017,35,4,8,0,7,10,0,1,0
5/17/2017,48,4,9,6,5,3,0,0,0
5/18/2017,40,7,11,3,6,5,0,0,0
5/19/2017,41,8,11,5,5,1,0,0,0
5/20/2017,29,3,5,5,0,11,0,0,0
5/21/2017,35,7,5,4,1,3,0,0,0
5/22/2017,28,4,10,5,4,5,0,0,0
5/23/2017,32,6,7,3,5,4,0,0,0
5/24/2017,33,5,14,4,1,5,0,0,0
5/25/2017,54,6,7,7,3,6,0,0,0
5/26/2017,42,5,7,2,1,2,0,0,0
5/27/2017,32,7,1,5,1,4,0,0,1
5/28/2017,28,3,6,3,3,2,0,0,0
5/29/2017,40,9,3,6,1,6,0,0,0
5/30/2017,59,9,17,2,5,4,0,0,0
5/31/2017,40,6,12,8,2,4,0,0,0
6/1/2017,39,3,6,3,2,5,0,0,0
6/2/2017,33,3,3,6,6,5,0,0,0
6/3/2017,36,4,11,0,0,10,0,0,0
6/4/2017,22,5,9,4,2,4,0,0,0
6/5/2017,32,6,10,1,6,4,0,0,0
6/6/2017,41,4,6,1,4,4,0,0,0
6/7/2017,42,6,9,7,6,4,0,0,0
6/8/2017,33,4,8,0,4,6,0,0,0
6/9/2017,32,5,12,2,7,7,0,0,0
6/10/2017,28,8,2,4,1,6,0,0,1
6/11/2017,26,3,5,0,0,4,0,0,0
6/12/2017,50,6,13,4,8,7,0,0,0
6/13/2017,42,1,5,5,7,2,0,0,0
6/14/2017,39,4,9,0,5,6,0,0,0
6/15/2017,28,8,2,5,3,5,0,0,0
6/16/2017,27,3,12,2,8,0,0,0,0
6/17/2017,33,2,6,7,2,2,0,0,0
6/18/2017,27,8,5,4,0,1,0,0,0
6/19/2017,49,8,5,5,2,4,0,0,0
6/20/2017,59,4,6,4,6,5,0,0,0
6/21/2017,51,5,4,2,8,8,0,0,0
6/22/2017,43,4,6,6,3,9,0,0,0
6/23/2017,36,1,12,5,7,7,0,0,0
6/24/2017,32,8,8,2,0,2,0,0,0
6/25/2017,31,5,6,3,0,3,0,0,0
6/26/2017,32,6,8,1,5,3,0,0,0
6/27/2017,22,2,8,1,2,7,0,0,0
6/28/2017,43,7,14,5,3,5,0,0,0
6/29/2017,46,4,12,3,3,6,0,0,0
6/30/2017,36,6,5,2,5,1,0,0,0
7/1/2017,28,3,3,3,2,9,0,0,0
7/2/2017,23,5,5,4,1,2,0,0,0
7/3/2017,29,5,12,3,6,2,0,0,0
7/4/2017,18,2,6,6,2,0,0,0,0
7/5/2017,41,3,12,3,8,4,0,0,0
7/6/2017,40,4,3,2,5,4,0,0,1
7/7/2017,34,6,5,4,5,4,0,0,0
7/8/2017,29,6,4,2,0,2,0,0,0
7/9/2017,21,3,2,1,1,1,0,0,0
7/10/2017,41,3,6,3,6,4,0,0,0
7/11/2017,39,4,7,1,2,1,0,0,0
7/12/2017,36,9,3,4,4,1,0,0,0
7/13/2017,57,6,17,6,5,4,0,1,0
7/14/2017,37,11,7,1,3,7,0,0,0
7/15/2017,37,3,4,4,1,4,0,0,0
7/16/2017,36,8,4,2,0,2,0,0,0
7/17/2017,36,5,7,5,8,3,0,0,0
7/18/2017,30,0,5,2,5,2,0,0,0
7/19/2017,37,1,7,3,6,5,0,0,0
7/20/2017,28,4,5,3,6,4,0,0,0
7/21/2017,37,4,11,1,4,4,0,0,0
7/22/2017,32,6,2,3,3,3,0,0,0
7/23/2017,29,6,8,0,1,2,0,0,0
7/24/2017,31,6,12,3,4,4,0,0,0
7/25/2017,53,11,7,3,4,4,0,0,0
7/26/2017,55,2,7,4,4,1,0,0,0
7/27/2017,44,7,3,4,2,3,0,1,0
7/28/2017,28,10,3,1,4,12,0,0,0
7/29/2017,32,4,4,3,1,5,0,0,0
7/30/2017,19,5,4,3,2,10,1,0,0
7/31/2017,31,5,12,5,2,2,0,0,0
8/1/2017,38,4,9,2,7,4,0,0,0
8/2/2017,25,5,4,4,3,2,0,0,0
8/3/2017,31,4,6,3,6,4,0,0,0
8/4/2017,30,4,7,1,5,7,1,0,0
8/5/2017,28,9,15,1,1,3,0,0,0
8/6/2017,39,9,6,4,3,1,0,0,0
8/7/2017,33,6,11,3,7,3,0,1,0
8/8/2017,50,4,3,2,3,4,0,0,0
8/9/2017,43,6,9,7,6,0,0,0,0
8/10/2017,32,4,6,4,1,7,0,0,0
8/11/2017,33,5,5,5,2,4,0,0,0
8/12/2017,29,5,4,2,0,3,0,0,0
8/13/2017,24,10,3,9,1,5,0,0,0
8/14/2017,35,11,5,2,7,2,0,0,0
8/15/2017,31,3,6,5,3,3,0,0,0
8/16/2017,40,5,10,1,3,3,0,0,0
8/17/2017,45,4,10,6,4,8,1,0,0
8/18/2017,37,7,2,3,7,6,0,0,0
8/19/2017,29,3,5,4,1,4,0,0,0
8/20/2017,16,12,5,2,1,1,0,0,0
8/21/2017,37,8,9,3,4,3,0,0,0
8/22/2017,29,7,10,4,1,7,0,0,0
8/23/2017,39,6,9,4,1,6,1,0,0
8/24/2017,28,3,4,3,3,2,0,0,0
8/25/2017,25,9,3,1,6,5,0,0,0
8/26/2017,25,8,10,0,2,6,0,0,0
8/27/2017,30,10,4,0,0,2,0,0,0
8/28/2017,34,9,9,3,6,2,0,0,0
8/29/2017,35,5,5,0,3,8,0,0,0
8/30/2017,41,10,6,2,6,4,0,0,0
8/31/2017,27,4,4,4,6,6,0,0,0
9/1/2017,17,4,7,3,3,4,0,0,0
9/2/2017,20,6,7,1,2,2,0,0,0
9/3/2017,38,4,8,3,3,2,0,0,0
9/4/2017,48,6,4,6,0,0,0,0,0
9/5/2017,39,3,5,6,5,7,0,0,0
9/6/2017,29,7,5,6,4,1,0,0,0
9/7/2017,48,6,9,5,8,6,0,0,0
9/8/2017,25,1,2,1,4,5,0,0,0
9/9/2017,27,7,4,2,0,4,0,0,0
9/10/2017,6,4,5,0,0,2,0,0,0
9/11/2017,9,3,30,1,1,1,0,0,0
9/12/2017,24,6,8,3,1,4,0,0,0
9/13/2017,41,5,6,4,1,5,1,0,0
9/14/2017,27,2,5,5,5,4,0,0,0
9/15/2017,35,4,8,2,7,1,1,0,0
9/16/2017,24,12,5,6,1,1,0,0,0
9/17/2017,19,12,3,1,2,2,0,0,0
9/18/2017,40,8,6,8,5,4,0,0,0
9/19/2017,38,5,4,5,1,7,0,0,0
9/20/2017,33,2,6,4,2,8,0,0,0
9/21/2017,31,5,7,0,5,7,0,0,0
9/22/2017,31,6,6,4,2,4,1,0,0
9/23/2017,24,2,2,5,0,9,0,0,0
9/24/2017,23,6,4,3,2,4,0,0,0
9/25/2017,29,6,8,4,6,4,0,0,0
9/26/2017,20,6,12,2,4,4,0,0,0
9/27/2017,26,7,6,1,3,10,0,0,0
9/28/2017,26,11,9,3,4,3,0,0,0
9/29/2017,31,4,6,2,9,6,0,0,0
9/30/2017,26,8,10,3,2,2,0,0,0
10/1/2017,23,8,4,3,1,3,0,0,0
10/2/2017,30,6,7,2,5,1,0,0,0
10/3/2017,31,9,8,1,5,2,0,0,0
10/4/2017,22,8,6,3,3,5,0,0,0
10/5/2017,34,8,6,5,5,1,0,0,0
10/6/2017,28,7,8,7,4,8,0,0,0
10/7/2017,33,5,3,4,3,9,0,0,0
10/8/2017,25,7,4,5,2,7,0,0,0
10/9/2017,22,5,7,4,5,6,0,0,0
10/10/2017,30,4,7,5,7,4,0,0,0
10/11/2017,24,8,7,4,5,7,0,0,0
10/12/2017,25,9,4,4,1,5,0,0,0
10/13/2017,25,8,6,3,6,7,0,0,0
10/14/2017,26,9,5,6,4,6,0,0,0
10/15/2017,27,10,6,5,2,4,0,0,0
10/16/2017,37,3,7,5,3,1,0,0,0
10/17/2017,38,6,6,5,4,8,0,0,0
10/18/2017,27,6,2,2,8,4,0,0,0
10/19/2017,42,6,5,3,5,8,0,0,0
10/20/2017,34,9,1,0,3,1,0,1,0
10/21/2017,36,9,6,2,4,1,0,0,0
10/22/2017,23,10,3,4,1,3,0,0,0
10/23/2017,34,7,6,4,4,1,0,0,0
10/24/2017,39,9,1,3,3,8,0,1,1
10/25/2017,32,5,6,6,7,4,0,0,0
10/26/2017,40,14,6,1,4,9,0,0,0
10/27/2017,31,10,6,4,7,8,0,0,0
10/28/2017,33,10,5,4,1,7,0,0,0
10/29/2017,34,15,8,4,1,3,0,0,0
10/30/2017,44,0,13,6,7,2,0,0,0
10/31/2017,26,5,4,1,5,6,0,1,0
11/1/2017,27,11,8,1,4,3,0,1,0
11/2/2017,29,7,5,4,6,2,0,0,0
11/3/2017,38,5,8,1,10,7,0,0,0
11/4/2017,16,4,5,3,0,4,0,0,0
11/5/2017,20,0,9,3,1,6,0,0,0
11/6/2017,52,9,5,6,5,2,0,0,0
11/7/2017,29,6,5,7,4,3,0,0,0
11/8/2017,36,4,7,5,5,3,0,0,0
11/9/2017,36,5,3,3,3,4,0,0,0
11/10/2017,30,10,7,6,5,4,0,0,0
11/11/2017,41,12,5,8,0,2,0,0,0
11/12/2017,55,20,4,4,1,2,0,0,0
11/13/2017,46,10,7,3,5,3,0,0,0
11/14/2017,51,14,4,4,6,5,0,0,0
11/15/2017,54,8,6,5,4,4,1,0,0
11/16/2017,50,9,8,3,2,8,0,0,0
11/17/2017,48,6,7,9,1,5,0,0,0
11/18/2017,38,6,10,3,3,8,0,0,0
11/19/2017,20,12,1,4,1,11,0,0,0
11/20/2017,44,8,5,5,8,5,0,0,0
11/21/2017,36,6,6,2,5,4,0,0,0
11/22/2017,40,5,3,2,4,4,0,0,0
11/23/2017,20,4,4,5,0,3,0,0,0
11/24/2017,22,4,11,0,1,5,0,0,0
11/25/2017,26,9,2,3,0,4,0,0,0
11/26/2017,35,2,3,2,1,2,0,0,0
11/27/2017,45,7,10,5,6,4,0,1,0
11/28/2017,42,8,3,6,3,4,0,1,1
11/29/2017,55,6,4,3,3,7,0,0,0
11/30/2017,42,7,5,3,4,3,0,0,0
12/1/2017,35,4,5,2,4,3,0,0,0
12/2/2017,43,8,3,3,1,5,0,0,0
12/3/2017,25,6,2,2,0,3,0,1,0
12/4/2017,48,8,3,1,7,5,1,0,0
12/5/2017,39,12,8,3,5,6,0,0,0
12/6/2017,38,4,10,3,4,5,0,0,0
12/7/2017,40,5,6,2,4,5,0,0,0
12/8/2017,44,3,5,6,5,4,0,0,1
12/9/2017,22,5,6,3,3,2,0,0,0
12/10/2017,32,9,6,2,2,4,0,0,0
12/11/2017,40,5,9,3,3,1,0,0,0
12/12/2017,25,5,5,2,4,7,0,0,0
12/13/2017,28,5,4,4,5,4,0,0,0
12/14/2017,36,7,8,7,7,9,0,1,0
12/15/2017,36,7,3,4,4,6,0,0,0
12/16/2017,24,4,4,1,2,7,0,0,0
12/17/2017,46,12,6,1,2,5,0,0,0
12/18/2017,63,9,4,2,3,5,0,0,0
12/19/2017,46,4,7,4,5,9,0,0,0
12/20/2017,32,6,5,1,6,6,0,0,0
12/21/2017,37,6,7,5,7,6,0,0,0
12/22/2017,42,5,4,2,5,5,0,0,0
12/23/2017,33,3,0,2,1,7,0,0,0
12/24/2017,20,11,5,2,0,0,0,0,0
12/25/2017,15,5,3,2,0,3,0,0,0
12/26/2017,32,9,0,3,2,3,0,0,0
12/27/2017,43,4,5,5,8,5,0,0,0
12/28/2017,40,6,4,2,5,8,0,0,0
12/29/2017,22,7,2,3,4,3,0,0,0
12/30/2017,21,2,6,1,1,6,0,0,0
12/31/2017,10,2,4,1,0,3,0,0,0
