date,Offense Count,MISC,ARSON,AGGRAVATED ASSAULT,FRAUD,BURGLARY,DRUG OFFENSE,MURDER AND NON-NEGLIGENT MANSLAUGHTER,THEFT,MOTOR VEHICLE THEFT,RAPE
6/18/2017,152,17,1,22,6,16,4,0,53,16,0
6/18/2018,172,20,1,19,8,9,3,0,78,15,1
6/19/2015,138,13,1,22,11,11,4,0,46,11,1
6/19/2016,168,20,0,28,7,13,6,1,56,14,0
6/19/2017,148,17,0,22,7,17,6,0,44,19,1
6/19/2018,147,19,1,9,10,12,4,0,54,14,1
6/2/2015,145,21,1,14,11,10,7,0,53,13,2
6/2/2016,135,16,1,22,15,7,9,0,44,2,2
6/2/2017,172,13,0,21,11,8,5,0,64,12,0
6/2/2018,167,27,1,22,5,9,4,1,60,18,1
6/20/2015,135,18,0,14,9,6,1,0,57,5,0
6/20/2016,142,17,0,23,15,11,1,0,44,5,0
6/20/2017,150,15,0,20,11,12,2,0,54,18,1
6/20/2018,168,17,0,27,16,13,9,0,45,18,1
6/21/2015,162,24,0,28,7,11,3,0,54,9,3
6/21/2016,152,28,0,15,13,14,5,0,45,10,1
6/21/2017,191,28,0,24,9,13,6,0,72,14,1
6/21/2018,171,13,0,25,9,19,3,0,64,15,2
6/22/2015,140,9,0,20,17,12,3,0,50,10,1
6/22/2016,165,21,0,21,19,9,6,0,60,11,0
6/22/2017,140,13,0,14,4,22,3,0,52,13,0
6/22/2018,158,23,0,23,9,12,2,0,59,10,3
6/23/2015,164,22,1,28,15,9,3,0,56,11,0
6/23/2016,161,21,1,16,9,9,3,0,62,13,2
6/23/2017,176,23,0,26,8,10,4,0,63,20,0
6/23/2018,157,17,0,16,7,21,3,0,50,14,3
6/24/2015,150,22,1,22,10,7,2,0,50,11,0
6/24/2016,142,15,2,15,10,7,3,0,57,10,2
6/24/2017,164,27,2,23,2,17,2,0,57,16,2
6/24/2018,164,20,0,18,9,13,4,0,48,18,2
6/25/2015,183,27,0,21,13,14,6,0,70,4,2
6/25/2016,158,20,0,12,17,10,3,0,53,13,3
6/25/2017,166,30,1,28,8,7,4,0,51,17,4
6/25/2018,153,17,1,19,11,11,6,0,53,19,1
6/26/2015,155,18,0,13,10,12,9,0,55,9,1
6/26/2016,139,32,0,26,7,9,3,0,44,4,0
6/26/2017,145,17,0,16,12,6,3,0,51,12,5
6/26/2018,174,20,0,29,14,12,4,1,64,15,2
6/27/2015,140,19,0,23,6,7,2,1,53,8,2
6/27/2016,157,17,1,27,12,8,2,0,56,15,0
6/27/2017,149,21,0,19,6,11,3,0,50,14,1
6/27/2018,166,18,2,18,19,12,4,0,49,18,1
6/28/2015,142,24,1,26,9,10,4,0,45,2,1
6/28/2016,174,24,0,20,13,18,1,0,64,11,1
6/28/2017,151,23,4,13,9,14,2,0,51,13,1
6/28/2018,190,22,1,23,16,7,9,0,67,20,1
6/29/2015,152,17,1,18,18,9,6,1,51,10,3
6/29/2016,173,28,2,26,14,12,7,0,55,9,1
6/29/2017,159,22,2,16,17,13,6,0,50,16,0
6/29/2018,168,18,0,28,12,12,5,0,55,16,3
6/3/2015,147,13,0,13,13,8,9,0,58,8,0
6/3/2016,184,20,0,24,13,14,12,0,67,10,3
6/3/2017,181,27,0,23,8,8,3,0,61,19,2
6/3/2018,200,28,0,30,8,23,6,0,64,19,1
6/30/2015,133,17,0,13,12,9,11,0,50,5,4
6/30/2016,174,14,1,26,15,8,7,0,62,9,1
6/30/2017,176,13,1,20,6,11,4,0,66,21,3
6/30/2018,169,25,0,28,5,12,3,0,54,17,6
6/4/2015,152,22,0,14,11,14,4,1,59,7,0
6/4/2016,136,17,0,23,14,9,2,0,43,8,1
6/4/2017,141,16,0,23,4,12,4,0,56,14,0
6/4/2018,166,15,0,26,15,14,4,0,59,13,1
6/5/2015,170,16,0,24,21,9,7,0,61,7,1
6/5/2016,132,15,0,29,7,5,4,0,52,8,1
6/5/2017,175,21,1,25,13,13,2,0,65,13,2
6/5/2018,191,20,2,29,13,14,13,0,60,18,1
6/6/2015,143,16,0,20,15,7,6,0,52,10,3
6/6/2016,129,9,1,18,13,11,3,0,51,8,5
6/6/2017,210,30,0,23,22,20,10,0,56,16,0
6/6/2018,181,32,0,27,11,8,11,0,47,17,1
6/7/2015,151,22,0,22,18,8,5,0,47,11,4
6/7/2016,121,15,2,24,9,7,4,0,33,10,0
6/7/2017,153,21,0,21,7,6,12,0,56,14,2
6/7/2018,160,20,1,20,20,7,11,0,54,11,1
6/8/2015,144,20,1,18,9,11,10,0,48,8,3
6/8/2016,140,12,1,17,16,9,4,0,52,8,1
6/8/2017,166,23,0,18,10,9,10,0,59,17,0
6/8/2018,181,22,0,30,18,12,3,0,53,19,3
6/9/2015,144,26,0,20,15,8,9,0,43,5,3
6/9/2016,133,12,1,16,7,11,8,0,48,3,3
6/9/2017,171,20,1,17,15,12,5,1,54,17,2
6/9/2018,143,13,0,22,9,9,1,0,50,21,3
7/1/2015,164,15,0,28,19,10,6,1,44,13,2
7/1/2016,224,26,1,25,23,9,11,0,67,9,5
7/1/2017,168,18,1,22,11,8,3,0,53,14,3
7/1/2018,183,32,1,25,9,14,2,1,64,13,4
7/10/2015,170,23,0,17,18,13,9,0,58,7,0
7/10/2016,134,18,1,23,12,8,5,0,41,6,1
7/10/2017,162,27,7,19,6,12,5,0,56,15,3
7/10/2018,152,16,2,17,12,8,11,0,60,9,2
7/11/2015,155,23,1,14,12,10,9,0,52,8,2
7/11/2016,158,20,1,12,20,10,4,0,59,7,3
7/11/2017,166,20,5,15,16,8,10,0,61,12,0
7/11/2018,191,20,2,21,14,16,6,0,59,21,1
7/12/2015,112,15,2,14,7,7,2,2,43,6,1
7/12/2016,127,14,0,8,9,9,6,0,52,13,2
7/12/2017,181,21,1,20,12,16,1,0,61,12,0
7/12/2018,168,14,0,26,12,8,5,0,66,12,0
7/13/2015,126,22,0,21,8,5,2,0,46,6,0
7/13/2016,143,9,1,26,8,11,4,0,58,10,1
7/13/2017,151,17,1,19,8,12,7,0,56,12,0
7/13/2018,129,15,1,17,11,8,5,0,48,10,1
7/14/2015,142,21,2,19,8,8,7,0,48,8,0
7/14/2016,130,15,1,12,12,11,5,0,49,8,2
7/14/2017,159,18,1,17,9,12,8,0,53,18,2
7/14/2018,160,15,0,26,13,14,4,0,50,15,2
7/15/2015,155,18,1,15,12,12,5,0,58,10,0
7/15/2016,158,12,1,21,15,8,7,0,55,11,0
7/15/2017,145,18,4,14,4,9,2,0,49,19,3
7/15/2018,149,17,1,30,3,12,5,0,52,13,4
7/16/2015,159,15,3,21,12,9,8,0,50,8,3
7/16/2016,151,23,1,17,15,13,4,0,48,9,1
7/16/2017,143,22,1,22,5,10,5,0,47,16,0
7/16/2018,131,17,0,22,7,9,3,0,47,16,1
7/17/2015,179,20,0,24,14,8,7,0,58,13,4
7/17/2016,116,19,3,10,12,7,3,0,43,9,0
7/17/2017,152,23,3,12,6,11,6,0,59,14,2
7/17/2018,162,12,0,23,13,8,5,0,71,18,2
7/18/2015,151,18,0,19,14,13,5,0,47,10,1
7/18/2016,118,18,2,6,15,10,2,0,48,6,1
7/18/2017,138,20,3,20,3,12,8,0,43,9,2
7/18/2018,177,17,1,24,13,10,4,1,67,16,0
7/19/2015,124,20,1,11,7,11,6,0,37,7,4
7/19/2016,135,14,0,14,11,10,6,0,50,9,1
7/19/2017,155,21,3,27,13,8,5,0,48,16,1
7/19/2018,169,15,1,21,14,17,8,0,60,15,1
7/2/2015,165,27,1,24,7,11,8,0,60,8,2
7/2/2016,151,11,0,18,18,5,6,1,58,10,1
7/2/2017,144,19,2,18,13,7,4,0,53,13,0
7/2/2018,153,11,1,18,16,14,7,0,55,13,1
7/20/2015,147,24,1,10,21,9,7,0,45,10,0
7/20/2016,149,11,1,16,12,10,3,0,61,15,2
7/20/2017,152,24,2,16,10,11,3,0,58,14,2
7/20/2018,177,25,0,24,10,16,1,0,63,18,1
7/21/2015,161,24,1,16,14,7,4,0,56,14,1
7/21/2016,145,14,1,18,9,8,6,0,55,17,0
7/21/2017,201,23,9,29,11,14,7,0,56,14,1
7/21/2018,183,24,0,17,10,14,3,0,68,21,3
7/22/2015,162,23,0,17,4,14,12,0,57,7,0
7/22/2016,127,17,0,14,9,13,7,0,47,5,1
7/22/2017,169,24,5,16,7,13,3,0,59,15,1
7/22/2018,157,18,0,22,8,13,4,0,64,14,2
7/23/2015,164,19,0,15,11,12,9,0,65,9,1
7/23/2016,146,15,1,30,12,7,3,0,49,13,1
7/23/2017,158,16,2,22,13,12,4,1,52,19,3
7/23/2018,161,14,2,11,18,14,3,0,61,18,1
7/24/2015,187,24,1,11,13,11,8,0,68,7,2
7/24/2016,139,22,0,25,10,11,6,0,49,5,0
7/24/2017,160,21,2,17,15,15,4,0,52,11,4
7/24/2018,186,15,1,23,10,14,1,0,74,17,0
7/25/2015,145,14,0,24,15,10,7,0,42,10,3
7/25/2016,150,19,3,21,14,8,2,0,54,8,0
7/25/2017,176,28,4,17,10,19,5,0,54,16,0
7/25/2018,155,12,0,24,15,10,6,0,49,17,3
7/26/2015,164,21,0,16,12,10,7,0,55,8,1
7/26/2016,152,17,0,26,12,7,3,0,58,13,2
7/26/2017,179,26,1,19,20,11,7,0,51,19,0
7/26/2018,147,14,0,24,7,13,7,0,53,15,2
7/27/2015,145,19,1,12,16,7,2,0,50,10,1
7/27/2016,131,18,0,12,15,10,3,0,41,7,2
7/27/2017,160,24,1,20,9,6,5,0,58,20,0
7/27/2018,160,16,0,23,8,8,10,0,54,10,4
7/28/2015,157,17,1,17,18,7,6,0,57,7,1
7/28/2016,148,9,5,15,14,6,3,0,59,15,2
7/28/2017,166,19,1,22,8,9,4,0,54,20,2
7/28/2018,192,15,0,30,20,16,8,0,64,16,1
7/29/2015,173,27,0,11,22,12,4,0,60,9,2
7/29/2016,145,24,0,20,9,12,5,0,40,12,0
7/29/2017,168,23,0,15,15,10,1,0,56,22,2
7/29/2018,155,21,1,29,3,12,3,0,59,14,3
7/3/2015,170,19,2,20,12,17,8,0,60,12,3
7/3/2016,159,21,0,17,26,7,6,0,46,9,1
7/3/2017,196,16,3,25,18,17,4,0,62,22,3
7/3/2018,148,14,1,20,13,12,5,0,49,16,0
7/30/2015,161,22,0,16,16,11,4,0,58,7,1
7/30/2016,164,19,3,21,16,10,4,0,48,12,2
7/30/2017,168,29,4,19,5,10,4,0,62,15,1
7/30/2018,167,20,2,32,12,10,1,0,62,12,1
7/31/2015,171,16,0,20,14,8,7,0,63,11,0
7/31/2016,148,14,4,15,4,12,4,0,63,11,2
7/31/2017,175,22,1,20,12,13,2,0,51,19,2
7/31/2018,172,16,2,36,6,14,2,0,66,14,1
7/4/2015,153,25,6,25,8,10,5,0,38,5,2
7/4/2016,159,10,1,26,8,9,4,0,59,17,0
7/4/2017,153,26,1,21,3,20,2,0,45,13,1
7/4/2018,148,19,0,20,7,9,4,0,55,14,4
7/5/2015,125,21,1,14,6,15,3,0,40,9,0
7/5/2016,171,19,1,23,18,12,6,0,58,11,2
7/5/2017,181,20,0,21,15,14,5,0,59,21,1
7/5/2018,151,17,2,23,10,11,5,0,51,16,0
7/6/2015,155,25,1,12,10,9,4,0,50,12,4
7/6/2016,150,18,0,23,11,15,9,0,51,9,2
7/6/2017,145,20,2,14,6,10,5,0,49,13,0
7/6/2018,167,18,0,19,14,10,7,0,60,11,3
7/7/2015,162,20,0,18,17,12,5,1,51,14,3
7/7/2016,148,15,0,17,16,11,5,0,44,12,4
7/7/2017,173,20,1,21,11,16,4,0,63,14,2
7/7/2018,164,18,1,20,12,13,2,0,64,13,2
7/8/2015,130,17,1,18,10,9,7,0,44,6,0
7/8/2016,177,19,1,21,21,16,2,0,53,12,1
7/8/2017,156,27,0,26,6,7,5,0,51,17,3
7/8/2018,144,16,0,15,6,10,6,0,60,15,0
7/9/2015,134,15,0,16,12,12,9,1,34,10,1
7/9/2016,118,18,0,10,8,3,3,0,50,10,0
7/9/2017,144,21,0,19,8,15,3,0,52,11,3
7/9/2018,155,20,0,21,15,8,3,0,54,13,2
8/1/2015,157,19,0,23,11,11,7,0,44,11,4
8/1/2016,176,15,0,16,21,16,2,0,59,10,4
8/1/2017,184,21,0,21,13,14,6,0,65,14,5
8/1/2018,224,32,4,30,18,7,7,0,74,12,2
8/10/2015,137,14,0,25,16,7,5,0,47,9,1
8/10/2016,137,25,0,14,13,14,4,0,41,15,1
8/10/2017,184,15,0,23,20,10,5,0,69,11,0
8/10/2018,171,19,4,28,14,15,6,0,48,15,0
8/11/2015,116,15,1,11,8,8,5,0,45,5,2
8/11/2016,144,30,1,18,11,3,6,0,39,11,1
8/11/2017,163,20,3,21,11,12,6,0,56,9,2
8/11/2018,169,23,0,25,6,11,3,0,56,21,1
8/12/2015,150,15,1,21,11,7,4,0,66,9,4
8/12/2016,146,25,0,21,11,8,3,0,51,9,2
8/12/2017,173,18,3,15,9,12,9,0,53,20,2
8/12/2018,150,18,0,32,8,13,2,0,46,15,0
8/13/2015,129,15,0,15,11,8,8,0,48,5,2
8/13/2016,139,17,1,21,8,7,5,0,49,12,3
8/13/2017,121,14,0,22,4,6,2,0,42,14,2
8/13/2018,148,11,0,20,17,18,4,0,47,19,1
8/14/2015,154,16,0,22,15,10,5,0,55,7,2
8/14/2016,151,18,0,24,9,10,3,0,54,13,2
8/14/2017,160,19,0,16,17,13,3,0,55,18,2
8/14/2018,160,14,1,20,8,10,10,0,66,17,0
8/15/2015,135,11,0,20,16,7,6,0,45,9,2
8/15/2016,154,14,2,15,14,8,3,1,56,14,1
8/15/2017,180,18,2,11,12,16,11,0,71,16,2
8/15/2018,144,15,0,19,7,9,4,0,52,25,3
8/16/2015,113,17,0,16,6,9,5,0,39,7,0
8/16/2016,157,16,1,25,15,14,3,0,51,11,0
8/16/2017,168,19,0,13,9,11,4,0,55,23,3
8/16/2018,140,16,2,17,5,12,8,0,54,12,1
8/17/2015,147,21,0,16,17,8,6,0,59,5,2
8/17/2016,136,18,1,18,8,8,10,0,50,13,1
8/17/2017,156,13,0,20,15,11,5,0,58,13,2
8/17/2018,162,19,0,17,8,23,1,0,48,20,0
8/18/2015,163,21,1,23,14,8,3,0,59,7,1
8/18/2016,147,20,0,17,17,11,3,0,45,15,0
8/18/2017,182,18,0,30,9,14,3,0,69,15,0
8/18/2018,149,18,0,25,6,9,5,0,53,10,1
8/19/2015,114,17,1,19,6,7,9,0,38,8,2
8/19/2016,158,18,0,19,12,5,10,0,59,14,1
8/19/2017,161,13,0,26,8,11,3,0,60,16,2
8/19/2018,145,11,1,13,5,8,3,0,62,15,2
8/2/2015,141,18,0,26,4,8,3,0,57,11,1
8/2/2016,156,17,2,17,15,9,5,0,58,11,0
8/2/2017,153,21,5,19,11,7,3,0,55,14,2
8/2/2018,156,15,3,24,9,9,4,0,57,16,3
8/20/2015,158,24,2,23,13,13,2,0,44,6,2
8/20/2016,160,24,0,28,4,14,4,0,56,7,2
8/20/2017,150,18,0,24,11,14,0,0,52,16,1
8/20/2018,175,17,2,27,15,12,4,1,56,18,2
8/21/2015,158,20,0,22,13,8,6,0,47,10,1
8/21/2016,160,28,2,20,10,11,4,0,43,16,4
8/21/2017,173,17,0,32,10,6,2,1,56,22,0
8/21/2018,152,15,0,25,11,11,3,0,59,14,0
8/22/2015,145,22,0,19,11,9,2,0,52,8,4
8/22/2016,176,28,2,24,17,12,3,0,58,12,1
8/22/2017,166,21,0,17,16,8,4,0,59,17,3
8/22/2018,131,12,1,22,10,8,5,0,49,10,2
8/23/2015,144,14,2,36,5,9,2,0,54,3,0
8/23/2016,147,10,3,26,14,10,2,0,54,12,1
8/23/2017,177,22,0,20,15,9,2,0,63,13,4
8/23/2018,162,15,3,24,8,14,7,0,63,13,2
8/24/2015,137,14,1,21,12,10,5,0,50,6,2
8/24/2016,173,14,2,25,14,8,6,0,56,13,1
8/24/2017,177,21,0,29,12,9,7,0,58,21,1
8/24/2018,168,17,1,21,10,16,4,0,65,14,0
8/25/2015,153,15,0,12,12,11,4,0,59,11,2
8/25/2016,132,18,0,19,11,15,1,0,42,8,1
8/25/2017,191,23,1,21,14,14,6,0,65,28,1
8/25/2018,162,18,0,25,10,12,5,0,54,16,3
8/26/2015,159,24,0,17,13,10,12,0,62,4,2
8/26/2016,178,20,4,27,10,16,5,0,58,13,1
8/26/2017,179,23,0,27,9,13,0,0,53,19,3
8/26/2018,158,19,1,14,15,13,1,0,56,17,0
8/27/2015,152,20,0,21,11,5,5,0,57,10,1
8/27/2016,168,22,0,20,11,15,3,0,60,9,2
8/27/2017,158,27,3,22,8,9,5,0,51,17,3
8/27/2018,129,12,2,12,7,11,2,0,47,15,4
8/28/2015,177,25,0,20,14,10,10,0,62,13,2
8/28/2016,172,27,1,26,14,12,4,0,55,12,2
8/28/2017,167,19,0,17,16,12,5,0,65,19,1
8/28/2018,183,20,0,28,9,15,6,0,65,15,1
8/29/2015,136,23,1,21,9,10,3,0,41,11,2
8/29/2016,155,19,1,20,9,6,7,0,57,11,3
8/29/2017,183,18,1,18,14,9,9,0,65,20,1
8/29/2018,178,18,1,20,11,14,2,0,64,18,4
8/3/2015,149,15,1,22,10,13,6,0,51,11,5
8/3/2016,156,14,0,16,9,9,6,0,63,11,1
8/3/2017,153,18,2,25,7,12,4,0,53,13,1
8/3/2018,153,15,1,20,8,13,4,0,60,14,0
8/30/2015,131,12,0,20,11,16,4,0,43,8,2
8/30/2016,156,30,0,9,14,13,11,0,43,8,1
8/30/2017,156,24,0,12,17,13,2,0,48,17,0
8/30/2018,171,19,2,22,9,15,8,0,60,14,1
8/31/2015,141,20,0,17,15,10,2,0,53,6,3
8/31/2016,146,26,0,19,10,8,8,0,48,11,0
8/31/2017,182,21,1,23,13,13,5,0,58,20,3
8/31/2018,166,13,0,24,8,15,5,0,60,19,1
8/4/2015,145,21,0,17,21,3,10,0,44,4,2
8/4/2016,139,17,1,12,6,12,6,1,54,10,1
8/4/2017,186,21,1,30,8,13,3,0,61,16,2
8/4/2018,140,16,2,31,3,10,1,0,45,19,1
8/5/2015,136,29,1,15,15,8,10,0,39,2,2
8/5/2016,136,15,0,18,9,4,6,0,48,10,1
8/5/2017,150,25,1,20,7,12,4,0,50,7,2
8/5/2018,169,23,1,30,7,13,6,0,55,15,1
8/6/2015,150,12,2,15,14,10,11,0,53,11,3
8/6/2016,133,15,0,21,7,8,6,0,46,11,2
8/6/2017,137,20,2,21,8,10,4,0,40,17,1
8/6/2018,173,10,0,17,12,13,9,0,64,23,1
8/7/2015,182,24,0,28,12,11,12,0,64,7,1
8/7/2016,138,12,2,28,7,8,4,1,51,10,1
8/7/2017,185,23,0,29,13,11,6,1,55,15,1
8/7/2018,159,16,1,25,13,10,5,0,52,16,1
8/8/2015,153,19,0,17,10,6,7,0,58,6,2
8/8/2016,173,20,1,9,27,12,3,0,53,16,0
8/8/2017,188,23,0,23,16,11,6,0,69,16,2
8/8/2018,176,17,1,23,13,14,8,0,52,19,3
8/9/2015,140,15,0,22,8,8,4,0,61,7,0
8/9/2016,159,22,1,22,11,12,2,0,58,15,0
8/9/2017,171,13,3,17,13,9,12,0,59,18,0
8/9/2018,166,13,1,26,10,13,9,0,56,18,0
9/1/2015,144,14,0,23,16,8,6,0,45,10,2
9/1/2016,191,16,0,19,23,11,6,0,61,6,8
9/1/2017,222,21,1,25,21,16,7,0,64,18,6
9/1/2018,157,15,0,23,6,11,5,0,65,13,4
9/10/2015,128,11,0,9,14,9,5,0,47,8,0
9/10/2016,171,14,1,23,15,6,8,0,54,13,0
9/10/2017,137,16,0,21,9,12,1,0,53,13,1
9/10/2018,155,16,1,19,7,16,5,0,62,12,2
9/11/2015,155,15,0,32,11,6,5,0,56,8,2
9/11/2016,148,19,2,16,7,11,3,0,49,10,3
9/11/2017,177,15,4,27,19,7,6,0,60,17,1
9/11/2018,165,18,0,15,12,21,8,0,54,14,2
9/12/2015,182,21,1,25,13,10,5,0,61,12,2
9/12/2016,189,16,0,18,15,17,9,0,69,18,3
9/12/2017,159,14,2,25,13,10,5,0,47,18,0
9/12/2018,165,23,0,25,7,11,1,0,58,23,2
9/13/2015,125,11,0,27,5,6,0,0,43,10,2
9/13/2016,141,15,1,11,14,7,2,0,56,16,0
9/13/2017,173,23,1,19,7,10,6,0,56,22,1
9/13/2018,152,9,1,21,11,15,3,0,66,12,1
9/14/2015,141,17,0,12,15,8,5,0,52,11,2
9/14/2016,169,18,0,20,15,13,4,0,63,13,2
9/14/2017,176,25,1,25,4,10,5,0,58,23,2
9/14/2018,173,15,0,30,12,8,5,0,61,19,1
9/15/2015,146,17,0,19,15,7,4,0,50,10,1
9/15/2016,159,16,4,12,14,12,8,0,57,15,2
9/15/2017,152,12,0,16,13,8,6,0,54,16,2
9/15/2018,174,20,0,26,7,15,5,0,51,19,1
9/16/2015,138,18,0,13,14,7,9,0,52,7,1
9/16/2016,204,16,2,26,21,13,7,0,74,14,2
9/16/2017,154,13,1,20,16,11,2,0,45,12,2
9/16/2018,153,18,0,20,9,14,6,0,53,17,3
9/17/2015,146,10,0,10,12,5,7,0,67,11,0
9/17/2016,180,14,2,23,13,15,5,0,67,16,0
9/17/2017,157,15,0,21,7,15,4,1,49,17,2
9/17/2018,154,17,0,22,11,10,4,0,63,12,0
9/18/2015,203,21,0,23,12,13,9,0,69,14,3
9/18/2016,180,18,1,21,11,10,2,0,59,24,1
9/18/2017,153,8,1,11,15,18,2,0,50,21,2
9/18/2018,158,14,2,24,10,15,6,1,53,18,0
9/19/2015,133,14,0,11,13,11,7,0,55,12,0
9/19/2016,181,13,2,21,20,17,2,0,64,11,2
9/19/2017,178,20,1,15,14,13,2,0,54,29,2
9/19/2018,152,13,1,22,9,11,9,0,54,15,0
9/2/2015,148,13,0,13,18,6,5,0,57,8,0
9/2/2016,191,19,2,18,21,18,4,0,64,12,1
9/2/2017,172,17,1,23,11,10,8,0,62,15,3
9/2/2018,177,26,0,33,7,7,4,0,68,16,0
9/20/2015,137,15,3,23,16,11,2,0,42,10,3
9/20/2016,159,14,1,16,21,12,4,0,51,11,3
9/20/2017,167,11,0,22,13,4,8,0,66,19,4
9/20/2018,163,20,0,26,8,11,8,0,61,19,1
9/21/2015,142,14,2,7,13,13,4,0,54,13,0
9/21/2016,154,18,1,12,16,14,6,0,56,13,1
9/21/2017,168,24,1,17,7,8,6,0,69,19,1
9/21/2018,164,19,0,21,7,7,22,0,46,15,1
9/22/2015,137,17,0,18,6,8,4,0,56,7,1
9/22/2016,145,14,0,19,12,7,4,0,48,11,3
9/22/2017,193,19,0,22,23,15,6,0,60,16,0
9/22/2018,172,25,0,31,4,14,4,0,51,19,3
9/23/2015,150,10,1,17,11,12,11,1,60,10,1
9/23/2016,196,21,1,14,20,12,5,1,69,14,1
9/23/2017,145,14,0,17,9,6,2,0,55,13,2
9/23/2018,114,11,1,20,3,8,3,0,48,8,1
9/24/2015,153,17,1,20,12,8,5,0,54,12,1
9/24/2016,173,13,1,22,10,15,8,0,57,16,1
9/24/2017,160,21,1,22,7,6,4,0,63,19,3
9/24/2018,145,13,2,19,14,13,1,0,57,13,2
9/25/2015,161,13,0,13,12,9,4,1,59,15,0
9/25/2016,166,23,2,14,13,11,2,0,56,17,2
9/25/2017,166,12,2,23,17,8,6,0,59,15,2
9/25/2018,161,18,0,21,10,12,3,0,66,10,1
9/26/2015,158,21,2,15,14,7,2,0,58,14,0
9/26/2016,147,27,0,17,7,12,1,0,52,8,2
9/26/2017,157,17,1,16,8,10,3,0,57,21,3
9/26/2018,175,28,1,19,7,19,4,1,61,19,0
9/27/2015,157,15,0,20,6,14,2,0,55,8,1
9/27/2016,157,15,0,15,12,9,8,0,58,11,2
9/27/2017,149,18,1,24,11,6,4,0,52,15,2
9/27/2018,133,11,0,19,14,10,6,0,52,13,1
9/28/2015,156,14,0,16,14,8,6,0,65,11,0
9/28/2016,154,10,1,21,12,10,9,0,58,11,1
9/28/2017,183,23,1,24,15,12,3,0,63,17,3
9/28/2018,159,20,2,28,7,13,16,0,48,13,0
9/29/2015,157,15,3,24,14,9,5,0,51,8,1
9/29/2016,167,20,1,13,14,7,13,0,57,16,1
9/29/2017,189,29,1,20,10,14,3,0,62,17,4
9/29/2018,137,20,0,23,6,10,2,0,48,15,0
9/3/2015,148,15,0,19,15,6,11,0,53,13,2
9/3/2016,168,22,1,21,8,8,5,1,64,9,0
9/3/2017,158,21,0,25,6,12,7,0,52,17,1
9/3/2018,146,23,1,21,4,11,4,0,47,17,0
9/30/2015,172,23,0,13,17,4,6,0,75,9,0
9/30/2016,162,22,1,16,14,11,6,0,52,16,1
9/30/2017,146,10,0,25,11,9,5,0,55,17,1
9/30/2018,81,17,1,24,0,4,0,0,25,7,0
9/4/2015,146,12,0,10,13,13,8,0,53,9,3
9/4/2016,139,18,4,23,7,9,2,0,54,7,0
9/4/2017,169,19,3,26,11,14,6,0,55,17,1
9/4/2018,158,19,2,24,11,12,7,0,54,18,0
9/5/2015,117,15,2,18,8,7,5,0,42,11,0
9/5/2016,142,19,1,15,5,7,2,0,52,12,0
9/5/2017,143,17,2,15,1,15,3,0,60,19,1
9/5/2018,137,14,1,23,8,6,4,1,53,13,2
9/6/2015,126,16,0,13,10,8,7,0,48,5,2
9/6/2016,149,16,1,15,13,6,3,0,52,18,1
9/6/2017,157,15,2,23,14,8,5,0,48,24,0
9/6/2018,166,29,1,31,13,9,7,0,46,11,1
9/7/2015,147,17,0,18,10,7,3,0,55,9,2
9/7/2016,157,14,0,23,6,13,8,0,57,13,0
9/7/2017,178,29,0,18,8,10,9,1,67,20,1
9/7/2018,162,19,1,23,10,10,1,0,65,11,2
9/8/2015,161,26,0,17,15,12,4,0,55,10,0
9/8/2016,155,27,1,20,9,12,4,0,47,10,1
9/8/2017,183,23,1,24,14,14,6,0,62,15,2
9/8/2018,155,17,4,26,5,14,5,0,47,16,1
9/9/2015,145,13,1,19,16,9,6,0,51,7,0
9/9/2016,159,22,1,15,7,14,5,0,51,12,2
9/9/2017,167,19,1,18,11,11,5,0,60,17,0
9/9/2018,145,20,1,23,10,11,6,0,41,14,3
