Date,BURGLARY_Austin,BURGLARY_Chicago,BURGLARY_LA,BURGLARY_Cities,THEFT_Austin,THEFT_Chicago,THEFT_LA,THEFT_Cities,AGGRASSAULT_Austin,AGGRASSAULT_Chicago,AGGRASSAULT_LA,AGGRASSAULT_Cities, RAPE_Austin,RAPE_Chicago,RAPE_LA,RAPE_Cities,MURDER_Austin,MURDER_Chicago,MURDER_LA,MURDER_Cities,MISC_Austin,MISC_Chicago,,,DRUG_Austin,DRUG_Chicago,,,FRAUD_Austin,FRAUD_Chicago
7/1/2016,18,69,102,189,78,95,130,303,5,155,131,291,4,12,27,43,1,2,0,3,8,211,,,0,60,,,0,46
7/2/2016,16,69,71,156,44,89,100,233,7,175,149,331,2,7,7,16,0,2,0,2,1,177,,,0,51,,,0,25
7/3/2016,15,57,88,160,71,88,68,227,5,177,142,324,3,7,8,18,0,1,0,1,0,184,,,0,51,,,0,22
7/4/2016,16,67,88,171,76,83,77,236,7,203,176,386,1,9,14,24,0,1,1,2,0,203,,,0,37,,,0,15
7/5/2016,13,65,75,153,90,86,94,270,6,217,153,376,4,9,5,18,0,5,1,6,0,193,,,0,48,,,2,34
7/6/2016,23,60,90,173,87,92,78,257,7,160,144,311,3,6,5,14,0,2,0,2,0,179,,,0,31,,,0,32
7/7/2016,16,60,89,165,75,113,73,261,5,146,106,257,1,7,4,12,0,0,0,0,1,170,,,0,44,,,0,35
7/8/2016,16,68,103,187,101,114,92,307,6,158,123,287,2,9,9,20,0,1,1,2,0,170,,,0,33,,,0,30
7/9/2016,14,59,76,149,57,99,70,226,6,175,123,304,3,3,11,17,0,1,0,1,0,149,,,0,28,,,0,28
7/10/2016,7,68,82,157,63,89,72,224,3,170,170,343,2,9,10,21,0,2,1,3,0,174,,,0,21,,,0,33
7/11/2016,20,62,91,173,83,88,79,250,10,156,96,262,2,6,6,14,0,2,1,3,0,176,,,0,30,,,0,29
7/12/2016,19,55,84,158,80,94,82,256,5,153,88,246,1,8,7,16,0,2,2,4,2,178,,,0,36,,,0,43
7/13/2016,8,70,105,183,78,84,82,244,6,136,100,242,2,11,4,17,0,2,0,2,1,147,,,0,43,,,1,38
7/14/2016,23,59,91,173,85,101,85,271,6,127,107,240,1,10,4,15,0,3,0,3,1,187,,,0,45,,,0,32
7/15/2016,11,66,79,156,67,112,110,289,4,157,121,282,1,7,3,11,0,1,1,2,6,173,,,0,44,,,0,35
7/16/2016,16,57,83,156,55,86,96,237,3,167,138,308,0,5,6,11,1,1,0,2,1,182,,,0,27,,,0,26
7/17/2016,11,75,86,172,73,66,80,219,7,180,136,323,2,10,11,23,0,4,1,5,1,220,,,0,30,,,0,26
7/18/2016,14,70,81,165,105,96,92,293,6,148,139,293,1,7,3,11,2,2,0,4,1,188,,,0,37,,,0,33
7/19/2016,17,76,99,192,70,101,96,267,4,142,103,249,2,5,2,9,0,2,2,4,1,184,,,0,42,,,0,34
7/20/2016,18,75,113,206,75,97,87,259,3,180,139,322,2,9,5,16,1,1,0,2,1,154,,,0,38,,,0,41
7/21/2016,20,78,90,188,67,106,83,256,3,157,119,279,2,3,7,12,1,4,1,6,0,152,,,0,39,,,0,42
7/22/2016,9,60,94,163,93,92,100,285,9,163,145,317,2,6,8,16,0,2,1,3,0,174,,,0,47,,,1,35
7/23/2016,8,78,99,185,69,101,82,252,6,180,148,334,5,11,10,26,0,2,1,3,1,162,,,0,30,,,0,32
7/24/2016,16,64,66,146,71,89,65,225,7,185,161,353,1,11,5,17,0,4,3,7,2,163,,,0,34,,,0,21
7/25/2016,14,64,87,165,77,107,79,263,9,169,127,305,4,8,6,18,0,2,2,4,1,177,,,0,42,,,0,29
7/26/2016,13,62,75,150,92,119,90,301,5,174,124,303,1,8,7,16,0,1,0,1,1,191,,,0,43,,,0,45
7/27/2016,17,66,88,171,60,109,82,251,8,147,102,257,3,10,5,18,0,2,1,3,1,167,,,0,38,,,0,34
7/28/2016,18,68,73,159,80,87,95,262,5,154,134,293,1,13,9,23,0,4,1,5,0,170,,,0,46,,,1,45
7/29/2016,16,75,88,179,79,100,111,290,4,146,143,293,4,9,4,17,0,5,2,7,1,172,,,0,36,,,0,37
7/30/2016,7,78,91,176,62,109,91,262,5,188,140,333,3,8,8,19,0,3,0,3,0,174,,,0,34,,,1,32
7/31/2016,12,60,76,148,60,113,83,256,6,172,144,322,0,9,6,15,1,3,1,5,0,160,,,0,21,,,0,28
8/1/2016,15,56,101,172,100,103,108,311,6,158,129,293,4,11,33,48,0,1,0,1,18,172,,,0,30,,,1,43
8/2/2016,14,69,69,152,83,108,99,290,4,178,121,303,1,4,7,12,0,4,0,4,0,166,,,0,25,,,0,37
8/3/2016,9,78,88,175,96,81,85,262,3,140,129,272,3,5,3,11,0,3,1,4,2,178,,,0,36,,,0,32
8/4/2016,5,64,75,144,83,94,86,263,3,167,120,290,3,5,8,16,0,1,1,2,1,184,,,0,32,,,1,33
8/5/2016,14,76,97,187,84,94,108,286,1,164,127,292,1,7,8,16,0,1,1,2,1,188,,,0,32,,,0,41
8/6/2016,21,54,100,175,52,105,77,234,5,206,129,340,3,8,3,14,0,3,0,3,0,182,,,0,23,,,0,29
8/7/2016,12,65,81,158,69,89,70,228,7,187,135,329,5,9,8,22,0,3,1,4,1,181,,,0,38,,,0,32
8/8/2016,12,80,71,163,70,106,96,272,5,146,135,286,6,6,8,20,0,8,2,10,3,163,,,1,28,,,0,34
8/9/2016,12,60,101,173,73,97,74,244,4,157,88,249,3,7,8,18,1,5,0,6,1,174,,,0,30,,,1,36
8/10/2016,15,54,85,154,76,86,83,245,3,155,100,258,1,6,12,19,0,3,0,3,0,153,,,0,26,,,0,38
8/11/2016,16,59,75,150,82,96,87,265,6,171,123,300,2,4,7,13,1,3,1,5,1,220,,,0,33,,,0,37
8/12/2016,9,71,89,169,74,100,72,246,4,127,105,236,1,5,5,11,0,1,0,1,0,162,,,0,34,,,1,27
8/13/2016,9,63,85,157,43,104,86,233,6,168,143,317,1,8,3,12,0,3,4,7,1,199,,,0,18,,,0,36
8/14/2016,8,77,75,160,58,97,71,226,6,193,147,346,3,10,5,18,1,6,2,9,0,183,,,0,24,,,0,27
8/15/2016,8,71,90,169,77,109,110,296,2,165,149,316,4,2,7,13,0,2,2,4,3,185,,,0,26,,,0,45
8/16/2016,12,66,81,159,87,108,76,271,6,160,112,278,3,6,6,15,0,5,0,5,0,170,,,0,29,,,0,35
8/17/2016,17,75,92,184,84,123,82,289,4,158,109,271,5,8,7,20,0,0,2,2,1,195,,,0,28,,,1,43
8/18/2016,9,66,105,180,89,92,74,255,7,154,121,282,1,11,9,21,0,2,0,2,1,160,,,0,39,,,1,40
8/19/2016,16,68,82,166,77,99,96,272,2,155,137,294,0,8,4,12,0,2,0,2,1,177,,,0,32,,,0,31
8/20/2016,13,67,74,154,59,117,120,296,7,175,161,343,0,7,9,16,0,2,1,3,0,172,,,0,21,,,0,37
8/21/2016,13,66,77,156,67,98,84,249,7,191,167,365,4,7,12,23,1,4,1,6,0,181,,,0,13,,,0,25
8/22/2016,18,81,82,181,91,103,101,295,7,137,122,266,0,6,14,20,0,1,0,1,0,156,,,0,27,,,0,27
8/23/2016,11,83,87,181,84,93,83,260,5,160,111,276,3,6,7,16,0,5,0,5,1,160,,,0,22,,,0,29
8/24/2016,13,88,93,194,86,104,93,283,9,149,141,299,1,9,7,17,0,3,1,4,0,197,,,0,28,,,1,30
8/25/2016,19,71,90,180,70,100,91,261,7,142,122,271,2,4,7,13,0,0,0,0,0,174,,,0,18,,,1,27
8/26/2016,23,75,112,210,74,103,99,276,4,157,124,285,2,9,12,23,0,4,0,4,1,180,,,0,23,,,1,37
8/27/2016,22,75,69,166,86,108,88,282,6,184,144,334,2,12,9,23,0,3,3,6,0,169,,,0,17,,,0,32
8/28/2016,9,68,59,136,64,100,84,248,7,205,161,373,2,9,13,24,0,4,3,7,0,168,,,0,22,,,0,30
8/29/2016,9,90,77,176,101,109,91,301,3,187,105,295,1,8,7,16,0,3,0,3,0,180,,,0,29,,,0,39
8/30/2016,17,77,98,192,100,102,86,288,3,144,102,249,5,9,6,20,0,2,1,3,2,172,,,0,24,,,0,36
8/31/2016,25,66,78,169,63,103,78,244,6,153,100,259,6,12,4,22,0,4,2,6,0,167,,,0,23,,,0,29
9/1/2016,24,75,96,195,85,113,114,312,6,163,154,323,3,16,30,49,0,1,0,1,16,196,,,0,57,,,2,53
9/2/2016,11,69,91,171,93,102,101,296,5,150,127,282,2,6,7,15,0,1,0,1,2,180,,,0,34,,,0,33
9/3/2016,15,75,67,157,60,101,89,250,10,155,134,299,3,7,11,21,0,0,2,2,0,202,,,0,36,,,1,28
9/4/2016,15,52,72,139,70,91,91,252,6,174,112,292,2,9,9,20,0,4,1,5,1,178,,,0,28,,,0,29
9/5/2016,9,68,81,158,85,92,81,258,6,188,157,351,1,7,9,17,0,9,0,9,0,191,,,0,32,,,1,29
9/6/2016,21,69,68,158,74,102,71,247,5,144,112,261,3,7,6,16,0,2,2,4,1,175,,,0,25,,,0,33
9/7/2016,12,53,86,151,66,91,71,228,5,160,78,243,3,7,5,15,0,1,2,3,0,158,,,0,28,,,0,34
9/8/2016,18,67,89,174,92,103,85,280,3,151,101,255,3,8,8,19,1,1,2,4,0,173,,,0,28,,,0,33
9/9/2016,23,77,81,181,88,95,79,262,10,167,125,302,1,11,6,18,0,0,1,1,0,179,,,0,35,,,1,32
9/10/2016,15,70,82,167,77,90,88,255,10,165,128,303,1,8,9,18,0,4,1,5,1,164,,,0,25,,,1,26
9/11/2016,19,58,71,148,55,98,74,227,11,161,135,307,3,7,7,17,0,4,0,4,0,188,,,0,19,,,0,26
9/12/2016,25,71,76,172,94,103,75,272,12,161,110,283,3,4,6,13,0,1,0,1,2,180,,,0,26,,,0,24
9/13/2016,13,83,78,174,93,94,81,268,3,180,114,297,3,6,9,18,0,0,1,1,1,170,,,0,22,,,0,35
9/14/2016,22,76,92,190,71,120,95,286,11,148,94,253,2,5,11,18,0,2,1,3,2,175,,,0,32,,,0,38
9/15/2016,20,65,99,184,96,109,100,305,8,162,96,266,0,7,8,15,0,2,1,3,1,170,,,0,19,,,0,40
9/16/2016,10,74,107,191,89,95,101,285,6,160,137,303,3,9,14,26,0,1,3,4,0,186,,,0,25,,,1,37
9/17/2016,16,64,83,163,67,102,80,249,8,192,155,355,2,7,6,15,0,0,0,0,0,200,,,0,25,,,0,31
9/18/2016,11,53,65,129,66,94,73,233,7,182,154,343,1,6,13,20,0,5,1,6,0,188,,,0,26,,,0,19
9/19/2016,15,58,84,157,107,101,76,284,5,145,146,296,3,2,10,15,0,1,0,1,0,156,,,0,19,,,0,31
9/20/2016,15,78,85,178,93,105,79,277,3,151,130,284,3,7,9,19,0,1,1,2,1,172,,,0,25,,,1,34
9/21/2016,10,56,82,148,75,90,112,277,10,153,129,292,2,6,14,22,0,4,0,4,1,165,,,0,25,,,0,40
9/22/2016,8,72,82,162,80,110,97,287,6,167,123,296,1,7,5,13,0,3,1,4,1,155,,,0,42,,,0,44
9/23/2016,14,64,88,166,71,104,100,275,8,158,126,292,8,7,3,18,0,5,1,6,2,172,,,0,50,,,0,33
9/24/2016,8,66,77,151,42,95,91,228,10,201,144,355,0,7,16,23,0,4,3,7,0,195,,,0,15,,,1,39
9/25/2016,7,57,78,142,65,106,80,251,4,189,150,343,3,8,12,23,0,2,2,4,1,173,,,0,20,,,1,29
9/26/2016,25,72,74,171,80,100,88,268,6,143,132,281,1,7,9,17,0,2,0,2,2,174,,,0,17,,,0,37
9/27/2016,16,72,80,168,77,110,81,268,7,143,121,271,2,7,9,18,0,3,1,4,1,154,,,0,33,,,1,27
9/28/2016,19,58,88,165,78,102,90,270,6,132,120,258,4,2,9,15,0,0,0,0,0,147,,,0,18,,,0,29
9/29/2016,13,54,93,160,89,84,82,255,5,145,116,266,2,1,4,7,0,1,1,2,1,160,,,0,28,,,0,36
9/30/2016,25,75,89,189,76,91,88,255,6,146,130,282,3,9,10,22,0,1,2,3,2,168,,,0,28,,,0,38
10/1/2016,12,60,96,168,96,96,94,286,9,149,142,300,3,12,26,41,0,2,1,3,22,179,,,0,18,,,2,37
10/2/2016,17,58,79,154,79,88,70,237,6,170,167,343,4,7,12,23,0,2,0,2,2,173,,,0,19,,,0,18
10/3/2016,26,68,105,199,110,94,93,297,4,156,123,283,2,11,4,17,0,2,0,2,1,168,,,0,17,,,1,32
10/4/2016,17,69,90,176,78,92,78,248,8,153,100,261,1,7,4,12,0,3,0,3,3,186,,,0,29,,,0,40
10/5/2016,29,64,83,176,83,100,84,267,7,149,121,277,3,9,3,15,0,2,2,4,0,172,,,0,42,,,0,38
10/6/2016,21,71,72,164,69,92,91,252,8,154,98,260,1,5,2,8,0,0,1,1,1,164,,,1,25,,,0,37
10/7/2016,23,71,118,212,63,104,101,268,6,163,118,287,1,7,9,17,0,2,0,2,1,214,,,0,26,,,0,42
10/8/2016,13,66,74,153,70,93,83,246,7,164,143,314,2,7,6,15,0,1,0,1,0,167,,,0,14,,,1,26
10/9/2016,14,46,77,137,61,88,60,209,4,166,154,324,2,8,10,20,0,4,1,5,0,174,,,0,11,,,0,21
10/10/2016,15,56,89,160,111,103,87,301,3,151,135,289,1,9,15,25,0,1,2,3,6,154,,,0,21,,,0,29
10/11/2016,11,57,95,163,105,92,92,289,3,139,106,248,3,8,6,17,0,2,1,3,0,169,,,0,18,,,1,27
10/12/2016,17,63,89,169,93,122,79,294,5,141,107,253,1,10,11,22,0,2,2,4,2,186,,,0,21,,,1,29
10/13/2016,20,56,91,167,81,91,83,255,10,143,114,267,2,4,1,7,0,3,0,3,1,139,,,0,32,,,0,50
10/14/2016,22,67,91,180,73,103,86,262,5,168,122,295,4,7,6,17,0,5,0,5,3,176,,,0,26,,,0,36
10/15/2016,13,78,119,210,54,93,91,238,8,176,140,324,1,6,8,15,1,3,4,8,2,176,,,0,22,,,1,38
10/16/2016,19,65,60,144,54,93,69,216,9,193,160,362,3,16,11,30,0,1,1,2,1,158,,,0,25,,,0,33
10/17/2016,19,68,85,172,81,105,80,266,5,165,123,293,3,3,6,12,0,3,1,4,1,187,,,0,26,,,0,33
10/18/2016,13,63,106,182,88,113,77,278,3,175,119,297,3,8,8,19,1,3,0,4,3,166,,,0,25,,,2,31
10/19/2016,19,70,78,167,80,98,73,251,4,152,121,277,1,5,3,9,0,2,1,3,2,182,,,0,26,,,0,23
10/20/2016,17,78,91,186,74,90,106,270,3,152,120,275,6,5,8,19,0,0,2,2,0,150,,,0,27,,,1,27
10/21/2016,19,59,102,180,70,108,83,261,4,145,108,257,3,6,8,17,0,0,1,1,3,175,,,0,34,,,0,33
10/22/2016,10,62,78,150,73,89,85,247,15,161,138,314,1,5,8,14,0,2,4,6,2,151,,,0,27,,,1,49
10/23/2016,14,62,87,163,75,91,70,236,7,182,158,347,4,7,10,21,0,6,0,6,0,182,,,0,22,,,1,30
10/24/2016,24,72,95,191,86,109,82,277,5,154,108,267,3,7,8,18,0,3,4,7,0,160,,,0,32,,,2,39
10/25/2016,18,72,82,172,91,96,95,282,3,137,117,257,4,4,6,14,0,2,2,4,3,172,,,0,25,,,0,29
10/26/2016,21,81,91,193,83,103,81,267,5,139,106,250,3,4,6,13,0,2,0,2,1,142,,,0,20,,,1,39
10/27/2016,10,61,94,165,78,108,97,283,4,137,109,250,4,6,6,16,0,2,0,2,2,151,,,0,24,,,1,29
10/28/2016,25,56,100,181,88,116,111,315,6,157,123,286,4,4,8,16,0,3,0,3,2,176,,,0,19,,,0,52
10/29/2016,20,54,79,153,52,79,112,243,11,188,115,314,3,10,5,18,0,7,4,11,1,202,,,0,20,,,0,43
10/30/2016,11,59,77,147,63,84,86,233,11,184,168,363,2,4,8,14,1,7,1,9,1,161,,,0,23,,,0,38
10/31/2016,26,91,92,209,81,85,85,251,9,164,155,328,2,7,8,17,0,4,3,7,4,193,,,0,19,,,0,36
11/1/2016,32,78,117,227,81,104,106,291,5,162,140,307,1,15,33,49,0,4,1,5,22,193,,,1,29,,,1,45
11/2/2016,21,80,83,184,87,90,84,261,6,163,116,285,0,3,5,8,1,5,0,6,5,148,,,1,15,,,0,26
11/3/2016,20,76,93,189,68,93,79,240,2,202,102,306,1,6,9,16,0,4,0,4,1,158,,,0,8,,,0,35
11/4/2016,28,69,95,192,73,93,76,242,2,152,117,271,1,6,9,16,0,3,0,3,1,164,,,0,19,,,0,40
11/5/2016,17,68,73,158,84,104,80,268,7,180,140,327,2,4,7,13,0,4,3,7,1,177,,,0,19,,,0,29
11/6/2016,23,57,79,159,71,89,75,235,7,175,143,325,2,5,6,13,1,4,1,6,1,164,,,0,23,,,0,27
11/7/2016,16,76,79,171,94,95,87,276,3,137,122,262,5,1,3,9,0,3,0,3,5,184,,,0,16,,,3,31
11/8/2016,13,67,68,148,89,85,69,243,6,142,117,265,4,5,5,14,0,2,0,2,4,147,,,0,20,,,1,28
11/9/2016,24,65,94,183,63,105,79,247,4,134,128,266,1,7,11,19,1,1,0,2,1,142,,,0,18,,,0,27
11/10/2016,20,65,96,181,86,101,85,272,3,129,137,269,1,7,10,18,0,1,0,1,4,164,,,0,25,,,1,31
11/11/2016,19,81,96,196,78,96,84,258,8,137,136,281,5,3,6,14,0,0,0,0,2,189,,,0,42,,,0,38
11/12/2016,11,69,74,154,72,85,61,218,7,162,151,320,1,5,9,15,0,3,1,4,2,176,,,0,29,,,0,27
11/13/2016,14,56,72,142,63,86,71,220,6,143,143,292,2,7,8,17,0,3,0,3,1,168,,,0,26,,,0,25
11/14/2016,25,71,84,180,93,101,90,284,8,133,113,254,3,6,8,17,0,4,1,5,2,152,,,0,22,,,0,29
11/15/2016,15,71,80,166,93,79,89,261,9,143,100,252,3,7,13,23,0,2,1,3,4,178,,,0,22,,,2,32
11/16/2016,18,74,82,174,84,93,90,267,3,147,96,246,2,5,5,12,1,3,0,4,1,164,,,0,24,,,1,36
11/17/2016,18,85,85,188,70,116,79,265,6,147,99,252,0,5,3,8,0,4,1,5,0,167,,,0,45,,,1,34
11/18/2016,17,84,100,201,76,103,83,262,4,139,117,260,1,3,8,12,0,1,0,1,3,175,,,0,39,,,1,43
11/19/2016,9,67,86,162,53,100,89,242,8,141,132,281,2,3,8,13,0,3,0,3,0,154,,,0,14,,,1,29
11/20/2016,14,60,96,170,52,75,64,191,9,145,125,279,2,4,6,12,0,5,0,5,4,158,,,0,23,,,0,23
11/21/2016,21,77,94,192,98,98,80,276,6,121,100,227,3,5,5,13,0,2,2,4,3,135,,,0,32,,,1,33
11/22/2016,20,75,80,175,77,102,75,254,4,123,113,240,3,8,12,23,0,1,0,1,1,170,,,0,33,,,0,40
11/23/2016,14,85,115,214,75,93,85,253,9,115,98,222,3,5,9,17,0,2,0,2,2,155,,,0,13,,,0,36
11/24/2016,19,58,84,161,46,53,53,152,4,148,123,275,2,6,6,14,0,0,0,0,4,127,,,0,4,,,0,16
11/25/2016,12,56,86,154,58,104,100,262,3,133,100,236,4,4,5,13,0,3,0,3,1,140,,,0,32,,,0,33
11/26/2016,18,66,99,183,76,96,83,255,6,135,114,255,0,9,7,16,0,2,0,2,3,163,,,0,35,,,0,22
11/27/2016,20,67,84,171,77,92,78,247,7,154,127,288,1,5,3,9,0,3,2,5,2,170,,,0,35,,,1,22
11/28/2016,24,76,97,197,122,106,85,313,5,125,100,230,1,2,5,8,0,2,1,3,0,147,,,0,18,,,0,30
11/29/2016,31,68,67,166,93,87,81,261,8,125,93,226,2,6,4,12,1,2,2,5,4,161,,,0,27,,,2,39
11/30/2016,23,73,79,175,91,100,86,277,2,152,100,254,2,4,13,19,0,2,0,2,1,129,,,0,31,,,0,31
12/1/2016,23,56,102,181,81,100,105,286,8,117,106,231,8,9,28,45,0,2,0,2,29,183,,,0,14,,,2,38
12/2/2016,17,83,77,177,81,102,80,263,5,148,132,285,2,5,5,12,0,3,2,5,2,182,,,0,41,,,1,35
12/3/2016,18,74,89,181,65,106,73,244,7,138,132,277,0,5,7,12,0,1,2,3,0,178,,,0,23,,,0,28
12/4/2016,22,54,83,159,58,74,79,211,5,145,117,267,1,4,7,12,0,5,1,6,2,134,,,0,18,,,2,15
12/5/2016,21,60,102,183,93,86,94,273,4,124,123,251,2,6,11,19,0,1,0,1,4,150,,,0,25,,,1,27
12/6/2016,25,81,92,198,78,106,99,283,4,128,104,236,2,3,5,10,0,2,1,3,1,152,,,0,29,,,2,30
12/7/2016,16,61,88,165,77,93,93,263,3,136,118,257,2,6,2,10,0,1,1,2,7,159,,,0,18,,,1,27
12/8/2016,17,53,94,164,86,100,100,286,3,108,112,223,0,7,3,10,0,1,0,1,6,131,,,0,23,,,0,29
12/9/2016,16,64,96,176,76,83,93,252,1,120,123,244,2,8,11,21,0,3,1,4,3,154,,,0,28,,,0,37
12/10/2016,15,52,102,169,76,84,78,238,2,121,146,269,4,5,9,18,1,0,3,4,1,163,,,0,31,,,1,29
12/11/2016,10,50,78,138,53,72,79,204,3,125,145,273,0,3,6,9,0,1,0,1,4,117,,,0,20,,,0,22
12/12/2016,27,78,87,192,99,83,98,280,4,106,130,240,3,5,10,18,1,3,0,4,8,142,,,0,29,,,0,33
12/13/2016,19,54,91,164,94,85,85,264,8,108,128,244,2,1,8,11,0,0,1,1,3,144,,,0,23,,,0,31
12/14/2016,29,69,100,198,110,102,90,302,5,110,113,228,2,5,6,13,0,0,1,1,6,118,,,0,27,,,0,36
12/15/2016,25,46,146,217,85,86,94,265,6,105,108,219,1,2,6,9,0,1,1,2,8,136,,,0,18,,,2,40
12/16/2016,21,64,118,203,96,87,103,286,8,130,111,249,2,9,10,21,0,6,1,7,7,146,,,0,25,,,1,35
12/17/2016,25,56,98,179,56,106,79,241,8,117,112,237,3,0,11,14,0,2,1,3,3,123,,,0,22,,,1,41
12/18/2016,17,47,96,160,64,67,76,207,7,149,140,296,1,2,12,15,1,1,0,2,4,119,,,0,23,,,0,25
12/19/2016,20,67,94,181,84,82,98,264,5,136,112,253,3,6,3,12,1,1,1,3,9,159,,,0,17,,,1,34
12/20/2016,18,70,112,200,79,99,96,274,8,118,120,246,1,2,9,12,0,0,0,0,12,173,,,0,20,,,0,31
12/21/2016,20,81,89,190,73,101,88,262,4,127,99,230,4,3,7,14,0,0,0,0,7,155,,,0,32,,,2,48
12/22/2016,18,88,113,219,98,92,105,295,5,140,101,246,2,5,3,10,0,1,0,1,9,141,,,0,24,,,0,34
12/23/2016,22,67,152,241,86,104,100,290,7,128,109,244,1,3,7,11,0,2,0,2,1,166,,,1,26,,,2,38
12/24/2016,18,63,128,209,56,90,68,214,7,135,110,252,0,4,7,11,0,3,0,3,8,146,,,1,6,,,0,25
12/25/2016,18,54,82,154,64,55,32,151,6,140,123,269,2,5,9,16,0,7,0,7,8,121,,,0,5,,,1,13
12/26/2016,25,63,74,162,67,90,67,224,7,156,111,274,3,3,7,13,0,1,1,2,4,146,,,1,11,,,1,28
12/27/2016,29,79,87,195,89,92,74,255,6,129,101,236,1,0,4,5,0,2,0,2,10,130,,,0,28,,,1,46
12/28/2016,34,87,90,211,99,98,82,279,7,118,95,220,1,0,5,6,0,1,2,3,9,184,,,0,19,,,2,41
12/29/2016,27,57,81,165,102,87,107,296,5,125,101,231,3,6,5,14,1,1,0,2,4,171,,,0,29,,,1,39
12/30/2016,26,81,84,191,100,102,85,287,9,133,116,258,0,6,6,12,0,2,0,2,23,187,,,1,27,,,1,43
12/31/2016,26,70,86,182,73,93,83,249,11,147,116,274,6,8,13,27,0,2,0,2,21,166,,,3,14,,,0,23
12/31/2299,6314,22187,31575,60076,28666,33840,31202,93708,2239,55952,45777,103968,809,2326,3012,6147,38,764,293,1095,625,60767,,,17,12714,,,100,11874
