Date Occurred,MOTOR VEHICLE THEFT,THEFT,BURGLARY,MISC,FRAUD,LARCENY-THEFT,AGGRAVATED ASSAULT,RAPE,ATTEMPT,ARSON,MURDER AND NON-NEGLIGENT MANSLAUGHTER,DRUG OFFENSE
2017-02-04,52,96,96,175,3,52,135,8,8,0,0,0
2017-02-05,62,72,99,166,1,59,136,6,8,1,1,0
2017-02-06,52,63,91,174,13,49,113,13,17,0,0,0
2017-02-07,55,86,115,181,9,44,118,5,14,0,0,0
2017-02-08,63,73,81,166,5,39,111,7,13,1,0,0
2017-02-09,41,77,94,169,8,44,107,13,13,0,1,0
2017-02-10,55,110,119,196,12,53,107,15,18,0,0,0
2017-02-11,54,75,114,179,6,35,142,11,10,0,0,0
2017-02-12,42,80,88,176,1,42,147,13,4,3,2,0
2017-02-13,38,61,79,168,7,66,125,9,17,0,0,0
2017-02-14,49,91,82,174,7,43,118,10,9,1,2,0
2017-02-15,71,92,72,210,8,61,113,9,11,0,0,0
2017-02-16,50,83,91,168,9,50,107,4,14,1,0,0
2017-02-17,70,81,109,185,6,57,89,6,8,1,1,0
2017-02-18,50,87,103,194,5,58,135,5,13,0,0,0
2017-02-19,51,85,87,163,4,48,142,3,9,3,1,0
2017-02-20,45,89,79,178,3,53,112,4,7,0,0,0
2017-02-21,56,80,113,199,4,46,130,5,9,2,0,0
2017-02-22,46,83,107,175,4,59,105,7,9,2,0,0
2017-02-23,33,60,65,200,11,55,95,4,10,0,0,0
2017-02-24,44,93,122,163,8,49,122,15,8,1,0,0
2017-02-25,58,67,90,177,6,54,105,15,7,1,2,0
2017-02-26,58,55,78,143,5,50,132,8,4,0,2,0
2017-02-27,55,72,100,202,7,48,109,8,11,4,0,0
2017-02-28,50,82,68,197,6,55,91,11,7,1,1,0
2017-03-01,44,111,85,299,16,70,132,25,14,0,1,1
2017-03-02,45,91,76,200,16,47,104,6,10,1,0,0
2017-03-03,61,99,89,217,3,41,116,12,16,0,0,0
2017-03-04,54,81,96,160,7,57,122,12,10,3,1,0
2017-03-05,49,74,75,169,2,46,133,7,6,0,1,0
2017-03-06,49,89,91,186,7,41,85,6,13,2,0,0
2017-03-07,43,69,89,188,5,41,121,6,10,4,0,0
2017-03-08,56,83,80,179,8,42,108,9,11,0,0,0
2017-03-09,56,67,85,195,2,48,128,3,17,3,0,0
2017-03-10,56,92,108,199,7,61,127,3,13,1,2,0
2017-03-11,50,79,81,165,2,50,148,12,6,1,0,0
2017-03-12,42,66,57,145,5,31,152,8,6,1,0,0
2017-03-13,59,71,92,218,11,47,114,12,11,2,0,0
2017-03-14,41,89,73,189,5,46,159,8,15,2,1,0
2017-03-15,52,78,87,200,7,58,145,8,15,0,2,0
2017-03-16,47,75,106,208,3,45,120,4,7,0,2,0
2017-03-17,69,77,98,233,10,62,122,6,10,1,1,0
2017-03-18,43,86,106,190,3,46,175,9,13,0,0,1
2017-03-19,46,70,95,147,0,33,137,5,13,0,1,0
2017-03-20,45,90,75,187,7,49,116,4,8,1,1,0
2017-03-21,50,77,102,174,7,49,98,8,14,1,1,0
2017-03-22,47,95,85,176,7,45,105,7,17,0,0,0
2017-03-23,51,83,90,194,11,46,146,8,16,0,0,0
2017-03-24,55,99,88,194,10,46,113,7,16,1,2,0
2017-03-25,69,86,105,179,9,61,147,7,8,0,0,0
2017-03-26,56,74,77,155,3,47,148,9,12,0,0,0
2017-03-27,58,86,107,168,9,61,117,9,14,4,0,0
2017-03-28,38,91,97,179,12,39,109,7,10,2,1,0
2017-03-29,62,84,96,218,8,42,127,10,11,3,1,0
2017-03-30,49,93,91,177,5,57,110,4,14,1,0,0
2017-03-31,61,88,95,192,7,59,141,7,20,1,1,0
2017-04-01,45,84,107,284,9,62,124,28,5,2,1,0
2017-04-02,49,76,89,158,5,49,148,6,10,1,0,0
2017-04-03,46,81,97,199,13,43,111,13,16,1,1,0
2017-04-04,46,79,98,206,6,45,124,8,21,1,1,0
2017-04-05,52,63,92,175,8,45,146,8,12,1,5,0
2017-04-06,58,74,102,181,11,45,115,5,9,3,1,0
2017-04-07,53,75,112,185,5,57,111,8,16,0,2,1
2017-04-08,56,86,91,164,5,48,113,5,14,2,1,0
2017-04-09,48,66,89,150,7,39,148,8,11,3,1,0
2017-04-10,56,89,95,175,10,57,131,5,13,1,1,0
2017-04-11,54,67,88,156,7,41,98,5,12,0,0,0
2017-04-12,41,77,62,178,7,48,120,8,10,2,0,0
2017-04-13,49,81,94,178,8,51,117,8,12,1,1,0
2017-04-14,56,82,103,152,9,48,92,11,16,0,1,0
2017-04-15,53,66,89,189,3,47,137,11,9,1,1,0
2017-04-16,60,60,75,174,3,51,141,8,12,0,1,0
2017-04-17,50,95,82,209,12,50,132,9,9,0,0,0
2017-04-18,53,95,75,196,8,69,122,9,13,0,0,0
2017-04-19,34,75,105,189,11,47,117,6,12,0,2,0
2017-04-20,41,80,93,188,7,54,98,8,11,2,1,0
2017-04-21,47,102,107,180,8,72,120,7,9,3,0,0
2017-04-22,65,95,98,200,0,51,152,14,7,1,1,0
2017-04-23,45,69,70,155,3,39,156,3,18,3,2,0
2017-04-24,56,76,98,200,12,51,125,12,12,3,1,0
2017-04-25,56,72,89,201,8,56,117,8,15,0,0,0
2017-04-26,58,85,75,197,4,52,116,4,16,1,0,0
2017-04-27,49,83,94,205,7,61,112,4,16,4,2,0
2017-04-28,52,73,113,203,10,69,128,9,17,0,0,0
2017-04-29,39,89,103,184,5,47,164,8,8,3,3,0
2017-04-30,45,77,95,193,5,50,170,14,10,0,2,0
2017-05-01,42,118,104,299,11,67,146,30,9,2,0,0
2017-05-02,36,70,74,192,8,54,129,6,6,1,0,0
2017-05-03,50,94,79,208,6,63,134,8,10,4,0,0
2017-05-04,44,92,82,174,4,43,125,8,9,0,2,0
2017-05-05,52,94,105,239,5,61,149,12,12,0,0,0
2017-05-06,60,72,86,185,2,43,137,5,14,0,1,0
2017-05-07,52,59,80,170,2,36,99,5,6,1,1,0
2017-05-08,35,79,102,176,14,63,128,4,9,2,0,0
2017-05-09,53,86,75,196,5,56,88,5,12,1,1,0
2017-05-10,48,70,98,192,7,60,106,7,16,0,0,0
2017-05-11,57,98,105,171,4,34,125,6,13,3,0,0
2017-05-12,56,91,102,180,7,54,140,7,8,1,1,0
2017-05-13,50,89,74,178,7,53,125,3,11,0,1,0
2017-05-14,45,68,80,156,1,45,123,8,9,0,1,0
2017-05-15,50,78,90,206,13,60,105,3,13,3,0,0
2017-05-16,54,94,70,185,2,54,112,6,9,0,0,0
2017-05-17,58,67,83,176,6,42,136,5,12,0,0,0
2017-05-18,48,74,83,189,10,46,129,8,10,2,2,0
2017-05-19,53,95,105,210,10,48,128,15,8,2,0,0
2017-05-20,54,101,91,190,3,52,155,11,7,0,0,0
2017-05-21,48,71,66,156,2,54,164,10,13,2,0,0
2017-05-22,60,66,83,212,8,53,118,11,12,1,1,0
2017-05-23,42,91,73,196,5,51,125,9,10,0,1,0
2017-05-24,52,95,96,187,7,39,136,11,20,0,0,1
2017-05-25,54,69,98,177,6,37,131,6,15,0,0,0
2017-05-26,73,91,145,237,4,64,159,18,15,2,1,0
2017-05-27,56,74,104,171,9,49,150,9,12,3,3,0
2017-05-28,48,71,73,147,1,42,155,11,16,0,2,0
2017-05-29,41,54,80,167,5,52,162,8,12,1,2,0
2017-05-30,56,87,82,181,11,51,118,7,14,1,0,0
2017-05-31,41,81,84,219,8,41,118,10,14,1,2,1
2017-06-01,53,95,116,290,20,66,142,20,13,2,0,1
2017-06-02,49,92,88,202,11,62,121,13,9,0,3,0
2017-06-03,55,90,77,160,8,56,154,14,9,2,0,0
2017-06-04,65,60,69,158,3,43,162,8,15,1,0,0
2017-06-05,47,90,100,180,9,65,126,6,14,3,0,0
2017-06-06,53,93,83,200,2,54,131,12,9,0,2,0
2017-06-07,66,77,95,198,10,54,117,9,5,1,0,0
2017-06-08,52,85,85,177,11,50,109,6,11,1,0,0
2017-06-09,55,92,87,184,6,64,123,4,13,2,2,0
2017-06-10,49,70,75,198,3,54,141,10,11,0,1,2
2017-06-11,41,63,76,180,3,45,139,14,11,1,0,0
2017-06-12,49,73,76,183,9,47,135,7,7,4,1,0
2017-06-13,40,84,84,154,4,43,109,13,12,2,1,0
2017-06-14,48,87,84,203,9,47,145,3,7,0,2,0
2017-06-15,54,74,75,209,10,62,163,4,11,1,0,0
2017-06-16,47,79,98,191,7,48,129,6,11,1,0,0
2017-06-17,52,73,90,175,5,59,145,7,6,2,3,0
2017-06-18,49,71,76,177,2,47,188,8,7,0,2,0
2017-06-19,36,76,73,179,8,55,125,5,8,0,0,0
2017-06-20,43,88,82,214,6,52,152,6,7,1,0,0
2017-06-21,43,73,92,180,6,45,124,5,10,2,1,0
2017-06-22,41,96,90,167,8,44,142,7,15,2,2,1
2017-06-23,53,106,92,199,9,65,149,9,7,1,1,0
2017-06-24,57,90,111,163,5,45,156,11,18,1,0,0
2017-06-25,46,74,82,198,4,43,174,13,9,1,1,0
2017-06-26,54,94,97,175,8,54,133,4,18,0,0,0
2017-06-27,40,99,97,171,9,36,138,8,11,2,1,0
2017-06-28,41,78,92,174,10,51,133,7,8,0,0,0
2017-06-29,65,89,68,166,3,44,138,10,14,1,0,0
2017-06-30,70,105,94,200,7,71,130,5,19,2,0,0
2017-07-01,56,109,105,220,6,61,168,20,7,0,0,0
2017-07-02,40,91,64,194,2,51,137,8,9,3,0,0
2017-07-03,49,84,84,206,8,52,134,12,10,1,1,1
2017-07-04,65,54,72,234,3,38,186,5,11,2,2,0
2017-07-05,50,81,82,179,10,53,133,10,10,1,2,0
2017-07-06,43,70,69,183,11,52,136,9,17,3,2,0
2017-07-07,59,85,91,212,6,52,139,14,10,0,0,0
2017-07-08,51,67,73,203,8,43,154,12,12,2,0,0
2017-07-09,36,85,61,171,8,38,180,8,12,0,0,0
2017-07-10,45,86,81,186,7,47,135,13,14,2,0,0
2017-07-11,44,95,93,168,11,64,121,8,12,0,0,0
2017-07-12,51,87,95,168,8,45,130,7,17,0,1,0
2017-07-13,50,73,98,212,7,60,143,5,10,1,0,0
2017-07-14,60,91,92,185,8,71,148,6,9,0,0,0
2017-07-15,53,89,99,206,4,50,168,7,9,3,1,0
2017-07-16,42,87,70,191,3,57,181,6,10,0,0,0
2017-07-17,53,93,79,176,4,57,141,9,4,2,1,0
2017-07-18,59,95,87,190,5,57,153,4,10,0,2,0
2017-07-19,52,100,78,196,3,53,152,11,9,4,2,0
2017-07-20,49,90,106,217,4,53,125,5,11,0,1,0
2017-07-21,52,107,116,191,5,65,175,4,11,1,0,0
2017-07-22,65,82,86,217,5,53,149,7,12,3,0,0
2017-07-23,66,78,95,229,6,50,154,5,12,1,0,0
2017-07-24,50,86,103,195,4,49,118,11,10,0,0,0
2017-07-25,55,87,111,185,4,47,113,5,15,0,0,0
2017-07-26,47,79,93,189,5,67,132,7,5,2,0,0
2017-07-27,50,83,122,171,3,58,135,10,16,0,0,0
2017-07-28,52,87,92,186,8,52,150,7,16,0,0,0
2017-07-29,51,82,100,196,2,48,132,13,8,2,1,0
2017-07-30,48,64,75,178,3,52,183,9,9,4,1,0
2017-07-31,52,120,88,176,8,53,148,6,12,2,0,0
2017-08-01,46,91,114,268,11,52,138,22,14,3,0,0
2017-08-02,49,91,84,205,7,55,136,5,11,0,0,0
2017-08-03,36,79,83,205,8,62,154,8,11,0,0,0
2017-08-04,55,90,99,185,4,48,123,6,15,1,0,0
2017-08-05,53,76,91,186,3,54,167,16,14,1,0,0
2017-08-06,54,67,85,169,4,37,151,9,16,4,2,0
2017-08-07,45,90,98,187,7,52,136,11,8,0,2,0
2017-08-08,55,84,71,183,3,37,121,6,4,3,0,0
2017-08-09,45,74,80,186,2,50,120,6,15,1,0,0
2017-08-10,45,83,86,201,9,56,130,6,6,1,0,0
2017-08-11,61,86,86,192,6,51,119,6,11,3,0,0
2017-08-12,52,87,94,184,2,46,153,10,10,1,1,0
2017-08-13,51,65,102,163,4,47,154,9,12,0,0,0
2017-08-14,49,83,87,185,9,55,136,5,14,1,2,0
2017-08-15,49,105,95,202,6,39,121,10,10,2,0,0
2017-08-16,56,89,78,190,7,54,119,7,9,2,0,0
2017-08-17,43,91,104,173,5,65,120,5,8,2,2,0
2017-08-18,59,94,95,192,5,61,129,5,9,0,2,0
2017-08-19,57,89,91,181,1,59,130,6,11,2,0,0
2017-08-20,47,76,67,182,3,41,163,13,12,0,0,0
2017-08-21,55,82,85,202,6,58,127,8,10,2,0,0
2017-08-22,56,82,85,183,7,50,137,4,10,2,0,0
2017-08-23,53,96,102,177,6,47,114,7,10,1,1,0
2017-08-24,33,97,85,171,6,57,136,9,11,0,0,0
2017-08-25,44,111,96,204,9,66,121,7,8,0,2,0
2017-08-26,51,90,82,215,3,38,177,8,16,2,0,0
2017-08-27,60,74,74,174,2,54,181,7,11,0,2,0
2017-08-28,52,108,84,199,8,56,131,8,10,1,2,0
2017-08-29,49,73,101,182,5,47,133,9,13,0,0,0
2017-08-30,46,92,79,188,11,61,114,6,11,1,1,0
2017-08-31,49,111,97,227,4,52,159,9,10,1,2,0
2017-09-01,62,113,109,305,11,65,188,24,8,1,0,0
2017-09-02,41,83,77,206,3,49,161,18,7,3,0,0
2017-09-03,39,88,78,177,4,37,198,9,8,0,2,0
2017-09-04,46,80,84,159,3,45,158,7,11,1,1,0
2017-09-05,45,82,83,213,7,50,138,9,10,2,0,0
2017-09-06,57,58,91,203,7,53,128,7,14,1,0,0
2017-09-07,31,80,87,172,6,45,121,4,13,1,1,0
2017-09-08,58,97,87,214,4,69,131,10,8,1,0,0
2017-09-09,52,68,97,201,6,50,160,8,9,1,2,0
2017-09-10,46,73,79,162,2,47,186,12,6,0,2,0
2017-09-11,45,78,92,214,7,50,149,7,10,2,0,0
2017-09-12,43,92,102,190,9,60,125,5,7,1,3,0
2017-09-13,56,94,104,192,6,41,121,9,9,0,1,0
2017-09-14,55,97,107,173,8,58,118,7,12,1,1,0
2017-09-15,50,109,109,217,6,51,152,10,15,2,2,0
2017-09-16,57,76,112,207,5,38,160,6,14,0,2,0
2017-09-17,40,74,85,186,2,44,165,6,8,2,1,0
2017-09-18,38,101,110,194,10,45,116,9,12,0,0,0
2017-09-19,47,87,88,179,7,45,112,9,15,0,1,0
2017-09-20,41,96,80,184,3,51,131,10,13,1,0,0
2017-09-21,50,80,107,208,8,49,115,5,16,1,1,0
2017-09-22,54,94,122,213,6,54,133,5,13,0,1,0
2017-09-23,52,67,78,170,3,49,143,7,8,1,0,0
2017-09-24,61,79,90,167,3,47,185,5,12,2,1,0
2017-09-25,63,85,95,186,11,56,118,5,10,2,0,0
2017-09-26,44,86,98,179,7,54,124,8,13,1,0,0
2017-09-27,46,85,121,173,4,68,113,5,15,0,0,0
2017-09-28,55,79,107,170,3,51,133,6,18,1,1,0
2017-09-29,61,87,111,190,6,65,133,9,14,1,1,0
2017-09-30,65,86,100,172,2,62,132,4,9,1,0,0
2017-10-01,59,94,92,234,7,49,168,17,18,0,1,1
2017-10-02,57,82,76,191,10,57,123,9,7,5,0,0
2017-10-03,41,84,88,168,5,55,126,6,13,0,0,0
2017-10-04,48,92,94,182,1,41,97,6,9,0,0,0
2017-10-05,49,98,89,203,4,58,103,6,13,1,1,0
2017-10-06,64,88,124,196,2,69,119,8,16,0,1,0
2017-10-07,59,100,99,220,1,49,179,8,10,0,3,0
2017-10-08,39,68,88,173,2,61,152,7,6,1,0,0
2017-10-09,57,91,81,172,5,51,111,10,7,0,0,0
2017-10-10,41,85,90,172,9,46,122,8,18,3,0,0
2017-10-11,36,72,89,164,4,49,120,10,8,1,0,1
2017-10-12,37,79,94,172,12,51,125,4,14,2,1,0
2017-10-13,59,105,94,212,3,62,127,8,12,1,0,0
2017-10-14,66,85,108,169,4,50,176,8,12,2,1,0
2017-10-15,32,80,96,221,2,56,163,14,8,2,2,0
2017-10-16,51,99,77,192,3,52,143,7,7,3,2,0
2017-10-17,49,82,116,207,5,53,141,5,9,2,1,0
2017-10-18,53,91,91,164,15,58,143,9,12,2,1,0
2017-10-19,57,83,102,183,8,60,120,7,12,1,1,0
2017-10-20,75,92,149,211,5,72,154,6,17,2,2,0
2017-10-21,62,80,109,189,5,58,153,8,13,3,3,0
2017-10-22,32,85,101,177,2,44,165,6,13,0,1,0
2017-10-23,61,92,85,203,8,51,135,7,11,0,1,0
2017-10-24,36,93,98,192,3,47,150,8,11,1,1,0
2017-10-25,47,80,113,203,8,54,171,9,17,3,0,0
2017-10-26,57,70,103,168,2,51,160,6,12,1,0,0
2017-10-27,55,94,121,199,6,52,139,13,15,1,0,0
2017-10-28,56,80,110,192,2,51,160,7,13,0,2,0
2017-10-29,46,69,76,175,4,45,179,6,14,1,3,0
2017-10-30,54,85,79,184,7,49,131,6,13,0,0,0
2017-10-31,65,93,108,211,4,65,151,10,6,2,0,0
2017-11-01,53,106,91,237,7,65,155,16,6,0,1,0
2017-11-02,55,98,98,206,10,47,96,8,5,1,1,0
2017-11-03,63,99,121,210,11,59,126,7,12,0,0,0
2017-11-04,53,84,80,183,5,57,130,10,13,0,0,0
2017-11-05,46,61,79,193,0,54,138,12,17,1,2,0
2017-11-06,69,88,75,173,8,56,118,4,11,3,0,0
2017-11-07,46,92,90,180,5,47,120,1,14,0,1,0
2017-11-08,51,97,74,165,7,42,139,8,11,2,0,0
2017-11-09,45,84,92,152,1,49,136,7,10,0,1,0
2017-11-10,60,88,90,178,4,48,145,9,6,6,3,0
2017-11-11,46,84,85,163,1,46,132,12,6,0,0,0
2017-11-12,49,97,90,178,1,48,151,8,4,2,0,0
2017-11-13,52,100,87,202,7,58,134,6,11,0,1,0
2017-11-14,48,73,102,198,6,52,129,7,9,1,0,0
2017-11-15,52,87,83,184,6,52,127,9,16,0,0,0
2017-11-16,41,106,107,175,2,51,123,8,8,0,0,0
2017-11-17,56,84,114,174,5,58,130,10,18,0,1,0
2017-11-18,65,69,86,164,4,43,172,4,6,1,4,0
2017-11-19,53,61,89,164,0,55,120,7,3,0,1,0
2017-11-20,42,85,99,189,10,54,122,4,9,0,3,0
2017-11-21,58,94,96,179,2,49,125,3,12,0,1,0
2017-11-22,66,88,135,178,3,53,125,6,13,1,1,0
2017-11-23,41,66,74,182,1,38,153,7,12,2,1,0
2017-11-24,53,113,59,156,5,47,151,4,3,0,2,0
2017-11-25,56,91,106,152,2,35,138,12,11,3,0,0
2017-11-26,39,87,104,165,0,50,151,13,18,0,1,0
2017-11-27,51,90,108,173,2,52,100,7,12,0,0,0
2017-11-28,53,90,106,182,4,56,122,8,13,0,0,0
2017-11-29,46,73,108,216,2,49,124,5,10,1,0,0
2017-11-30,54,77,87,160,0,53,122,7,11,0,2,0
2017-12-01,53,98,128,246,7,57,133,13,8,1,0,0
2017-12-02,54,84,100,165,6,51,146,5,7,1,0,0
2017-12-03,52,73,83,169,2,45,136,8,12,1,0,0
2017-12-04,58,87,84,163,3,60,110,12,11,3,1,0
2017-12-05,49,89,93,165,5,45,117,4,10,0,2,0
2017-12-06,50,87,92,153,3,50,122,5,8,4,2,0
2017-12-07,47,88,74,161,3,49,123,4,7,3,0,0
2017-12-08,60,105,87,172,2,56,99,10,14,1,0,0
2017-12-09,65,85,88,153,4,47,162,7,10,0,0,0
2017-12-10,61,76,95,184,2,44,146,10,10,1,1,0
2017-12-11,55,88,88,176,2,48,125,14,10,1,1,0
2017-12-12,38,96,109,183,5,54,110,7,10,1,1,0
2017-12-13,56,92,85,195,4,57,96,6,13,1,1,0
2017-12-14,50,91,111,169,1,52,113,6,8,2,1,0
2017-12-15,60,107,109,210,13,55,140,8,11,2,3,0
2017-12-16,62,101,89,139,3,37,115,7,9,1,1,0
2017-12-17,60,69,90,166,4,49,139,6,11,2,0,0
2017-12-18,43,112,113,187,9,56,116,9,8,2,0,0
2017-12-19,45,103,102,147,5,53,98,6,13,1,0,0
2017-12-20,69,94,115,173,6,61,109,2,7,0,0,0
2017-12-21,41,95,117,169,3,44,101,5,9,0,1,0
2017-12-22,58,95,130,156,4,60,134,8,9,0,0,0
2017-12-23,49,86,91,136,0,51,132,6,12,3,0,0
2017-12-24,55,75,110,148,4,28,122,6,8,1,1,0
2017-12-25,49,34,80,161,1,26,142,6,6,1,0,0
2017-12-26,53,79,98,135,8,50,98,2,5,0,2,0
2017-12-27,44,87,77,162,5,46,95,5,10,2,0,0
2017-12-28,42,71,88,164,4,63,123,3,10,2,1,0
2017-12-29,53,79,100,181,0,54,131,8,19,0,1,0
2017-12-30,45,77,92,149,2,52,128,5,6,1,0,0
2017-12-31,63,61,80,155,3,39,128,5,9,1,1,0
2018-01-01,44,66,81,201,1,40,172,9,14,1,2,0
2018-01-02,51,69,65,146,6,53,97,6,9,1,0,0
2018-01-03,46,76,88,173,3,48,97,4,6,2,0,0
2018-01-04,57,74,66,148,2,50,106,3,8,2,0,0
2018-01-05,52,104,79,177,8,50,144,8,11,1,0,0
2018-01-06,52,79,86,176,5,44,127,7,10,1,3,0
2018-01-07,57,63,84,150,5,39,130,5,5,1,0,0
2018-01-08,48,70,103,162,7,50,97,11,10,4,0,0
2018-01-09,57,61,113,168,3,44,80,6,9,0,1,0
2018-01-10,39,69,70,185,3,52,107,8,5,0,2,0
2018-01-11,50,72,77,153,4,53,99,10,7,0,1,0
2018-01-12,49,78,103,183,0,64,110,7,13,0,0,0
2018-01-13,50,91,85,166,2,55,140,11,6,3,1,0
2018-01-14,46,68,71,179,1,41,145,7,15,0,0,0
2018-01-15,50,82,78,206,4,53,121,8,7,1,0,0
2018-01-16,34,80,100,170,7,45,113,7,14,0,2,0
2018-01-17,46,74,84,160,2,51,128,2,10,1,0,0
2018-01-18,50,82,110,178,5,44,119,9,11,1,1,0
2018-01-19,60,83,92,186,6,57,111,5,11,0,1,0
2018-01-20,50,83,93,176,2,50,143,8,6,1,0,0
2018-01-21,43,77,104,174,3,36,135,10,16,3,2,0
2018-01-22,47,83,93,139,2,49,117,6,18,0,1,0
2018-01-23,51,76,97,153,8,51,88,4,10,3,1,0
2018-01-24,48,70,115,188,1,40,115,9,9,1,1,0
2018-01-25,42,73,92,166,3,43,95,7,9,1,0,0
2018-01-26,45,97,132,169,5,66,126,7,17,0,1,0
2018-01-27,35,86,73,170,6,36,126,11,13,2,1,0
2018-01-28,52,67,77,161,2,44,160,13,11,2,1,0
2018-01-29,50,81,96,187,3,48,136,5,10,0,0,0
2018-01-30,45,89,85,193,6,48,129,5,10,2,1,0
2018-01-31,37,96,71,165,2,65,137,7,10,0,0,0
2018-02-01,49,71,107,186,4,53,131,7,10,1,3,0
2018-02-02,61,86,71,162,1,48,132,4,12,1,0,0
2018-02-03,41,79,100,171,1,41,145,10,9,2,2,0
2018-02-04,31,56,75,145,2,44,160,10,9,0,0,0
2018-02-05,56,76,86,170,1,53,124,18,8,2,0,0
2018-02-06,60,71,103,192,4,52,112,6,10,1,1,0
2018-02-07,44,74,78,171,2,55,125,1,11,0,0,0
2018-02-08,41,80,89,145,1,40,119,8,12,0,0,0
2018-02-09,45,85,97,163,6,61,118,8,7,1,1,0
2018-02-10,53,78,82,120,0,52,120,5,8,4,3,0
2018-02-11,39,58,70,157,1,50,130,3,11,1,0,0
2018-02-12,45,65,79,156,6,54,103,5,15,1,1,0
2018-02-13,35,66,83,148,3,55,86,3,7,1,0,0
2018-02-14,49,64,90,163,1,58,120,11,12,2,2,0
2018-02-15,51,51,76,155,2,53,112,5,11,2,0,0
2018-02-16,49,70,107,173,3,58,141,4,10,3,0,0
2018-02-17,49,63,114,143,1,38,127,6,7,2,0,0
2018-02-18,49,52,95,115,2,34,126,9,11,0,0,0
2018-02-19,38,59,81,94,1,47,95,7,4,0,0,0
2018-02-20,43,54,69,109,1,35,81,1,4,0,0,0
2018-02-21,36,23,52,93,1,34,70,2,5,1,0,0
2018-02-22,28,29,21,47,0,14,40,1,4,1,0,0
2018-02-23,8,14,14,31,1,10,29,1,1,1,0,0
2018-02-24,4,4,2,1,0,0,6,0,0,0,0,0
